COMPANY_NK;LEDGER;BUDGET_NK;PROFIT_CENTER_NK;ACCOUNT_NK;PERIOD_START_DATE_NK;PERIOD_END_DATE_NK;CURRENCY_NK;DEBIT;CREDIT;BALANCE;DEBIT_LOCAL;CREDIT_LOCAL;BALANCE_LOCAL;BUDGET_AMOUNT;BUDGET_AMOUNT_LOCAL
01;GL;Unspecified;01;01-01-4000-01;2005/12/01;2005/12/31;USD;10000;14755.2;25255.2;10000;14755.2;25255.2;0;0
01;GL;Unspecified;01;01-01-4000-01;2006/02/01;2006/02/28;USD;0;2950;11194.5;0;2950;11194.5;0;0
01;GL;Unspecified;01;01-01-4000-01;2007/02/01;2007/02/28;USD;0;51900;102889.1;0;51900;102889.1;0;0
01;GL;Unspecified;01;01-01-4000-01;2007/03/01;2007/03/31;USD;0;50000;152889.1;0;50000;152889.1;0;0
01;GL;Unspecified;01;01-01-4000-01;2007/04/01;2007/04/30;USD;0;44250;197139.1;0;44250;197139.1;0;0
01;GL;Unspecified;01;01-01-4000-01;2007/05/01;2007/05/31;USD;0;58367.6;255506.7;0;58367.6;255506.7;0;0
01;GL;Unspecified;01;01-01-4000-01;2007/06/01;2007/06/30;USD;0;50000;305506.7;0;50000;305506.7;0;0
01;GL;Unspecified;01;01-01-4000-01;2007/07/01;2007/07/31;USD;0;62900;368406.7;0;62900;368406.7;0;0
01;GL;Unspecified;01;01-01-4000-01;2007/08/01;2007/08/31;USD;0;50950;419356.7;0;50950;419356.7;0;0
01;GL;Unspecified;01;01-01-4000-01;2007/11/01;2007/11/30;USD;0;77250;649056.7;0;77250;649056.7;0;0
01;GL;Unspecified;01;01-01-4000-01;2008/02/01;2008/02/29;USD;0;87250;164500;0;87250;164500;0;0
01;GL;Unspecified;01;01-01-4000-01;2008/03/01;2008/03/31;USD;0;79417.3;243917.3;0;79417.3;243917.3;0;0
01;GL;Unspecified;01;01-01-4000-01;2008/04/01;2008/04/30;USD;0;87690.6;331607.8;0;87690.6;331607.8;0;0
01;GL;Unspecified;01;01-01-4000-01;2009/05/01;2009/05/31;USD;0;91000;376839.1;0;91000;376839.1;0;0
01;GL;Unspecified;01;01-01-6000-01;2007/03/01;2007/03/31;USD;0;0;-5000;0;0;-5000;0;0
01;GL;Unspecified;01;01-01-6000-01;2007/04/01;2007/04/30;USD;1200;0;-6200;1200;0;-6200;0;0
01;GL;Unspecified;01;01-01-6000-01;2007/05/01;2007/05/31;USD;399;0;-6599;399;0;-6599;0;0
01;GL;Unspecified;01;01-01-6000-01;2007/06/01;2007/06/30;USD;0;0;-6599;0;0;-6599;0;0
01;GL;Unspecified;01;01-01-6000-01;2007/07/01;2007/07/31;USD;0;0;-6599;0;0;-6599;0;0
01;GL;Unspecified;01;01-01-6000-01;2007/08/01;2007/08/31;USD;0;0;-6599;0;0;-6599;0;0
01;GL;Unspecified;01;01-01-6000-01;2007/09/01;2007/09/30;USD;0;0;-6599;0;0;-6599;0;0
01;GL;Unspecified;01;01-01-6000-01;2007/10/01;2007/10/31;USD;0;0;-6599;0;0;-6599;0;0
01;GL;Unspecified;01;01-01-6000-01;2007/11/01;2007/11/30;USD;0;0;-6599;0;0;-6599;0;0
01;GL;Unspecified;01;01-01-2320-01;2009/07/01;2009/07/31;USD;0;0;459.8;0;0;459.8;0;0
01;GL;Unspecified;01;01-01-2320-01;2009/08/01;2009/08/31;USD;0;4074.8;4534.6;0;4074.8;4534.6;0;0
01;GL;Unspecified;01;01-01-2320-01;2009/09/01;2009/09/30;USD;0;2431;6965.6;0;2431;6965.6;0;0
01;GL;Unspecified;01;01-01-2320-01;2009/10/01;2009/10/31;USD;0;2725.5;9691.1;0;2725.5;9691.1;0;0
01;GL;Unspecified;01;01-01-2320-01;2009/11/01;2009/11/30;USD;0;0;9691.1;0;0;9691.1;0;0
01;GL;Unspecified;01;01-01-2320-01;2009/12/01;2009/12/31;USD;0;4074.8;13766;0;4074.8;13766;0;0
01;GL;Unspecified;01;01-01-2320-01;2010/01/01;2010/01/31;USD;0;0;13766;0;0;13766;0;0
01;GL;Unspecified;01;01-01-2320-01;2010/02/01;2010/02/28;USD;0;0;13766;0;0;13766;0;0
01;GL;Unspecified;01;01-01-2320-01;2010/03/01;2010/03/31;USD;0;402.5;14168.4;0;402.5;14168.4;0;0
01;GL;Unspecified;01;01-01-2320-01;2010/04/01;2010/04/30;USD;0;0;14168.4;0;0;14168.4;0;0
01;GL;Unspecified;01;01-01-2320-01;2010/05/01;2010/05/31;USD;0;0;14168.4;0;0;14168.4;0;0
01;GL;Unspecified;01;01-01-2320-01;2010/06/01;2010/06/30;USD;0;879.3;15047.8;0;879.3;15047.8;0;0
01;GL;Unspecified;01;01-01-2320-01;2010/07/01;2010/07/31;USD;0;0;15047.8;0;0;15047.8;0;0
01;GL;Unspecified;01;01-01-1000-01;2008/08/01;2008/08/31;USD;77250;0;-3129127.7;77250;0;-3129127.7;0;0
01;GL;Unspecified;01;01-01-1000-01;2008/09/01;2008/09/30;USD;88727.2;101277;-3116577.9;88727.2;101277;-3116577.9;0;0
01;GL;Unspecified;01;01-01-1000-01;2008/10/01;2008/10/31;USD;50803.5;50068.6;-3117312.8;50803.5;50068.6;-3117312.8;0;0
01;GL;Unspecified;01;01-01-1000-01;2008/11/01;2008/11/30;USD;74455;20000;-3171767.8;74455;20000;-3171767.8;0;0
01;GL;Unspecified;01;01-01-1000-01;2008/12/01;2008/12/31;USD;0;116470.1;-3055297.7;0;116470.1;-3055297.7;0;0
01;GL;Unspecified;02;01-02-1240-01;2009/11/01;2009/11/30;USD;0;0;-795.6;0;0;-795.6;0;0
01;GL;Unspecified;02;01-02-1240-01;2009/12/01;2009/12/31;USD;0;0;-795.6;0;0;-795.6;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/01/01;2012/01/31;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/02/01;2012/02/29;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/03/01;2012/03/31;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/04/01;2012/04/30;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/05/01;2012/05/31;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/06/01;2012/06/30;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/07/01;2012/07/31;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/08/01;2012/08/31;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/09/01;2012/09/30;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/10/01;2012/10/31;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/11/01;2012/11/30;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;02;01-02-1240-01;2012/12/01;2012/12/31;USD;0;0;-790.5;0;0;-790.5;0;0
01;GL;Unspecified;01;01-01-1020-01;2009/05/01;2009/05/31;USD;0;0;-517460.4;0;0;-517460.4;0;0
01;GL;Unspecified;01;01-01-1020-01;2009/07/01;2009/07/31;USD;0;0;-531541;0;0;-531541;0;0
01;GL;Unspecified;01;01-01-1020-01;2009/08/01;2009/08/31;USD;0;0;-531541;0;0;-531541;0;0
01;GL;Unspecified;01;01-01-1020-01;2009/09/01;2009/09/30;USD;140805.7;70402.8;-601943.9;140805.7;70402.8;-601943.9;0;0
01;GL;Unspecified;01;01-01-1020-01;2009/10/01;2009/10/31;USD;42310;0;-644253.9;42310;0;-644253.9;0;0
01;GL;Unspecified;01;01-01-1020-01;2009/11/01;2009/11/30;USD;0;0;-644253.9;0;0;-644253.9;0;0
01;GL;Unspecified;01;01-01-1020-01;2009/12/01;2009/12/31;USD;0;0;-644253.9;0;0;-644253.9;0;0
01;GL;Unspecified;01;01-01-1020-01;2010/01/01;2010/01/31;USD;0;0;-644253.9;0;0;-644253.9;0;0
01;GL;Unspecified;01;01-01-1020-01;2010/07/01;2010/07/31;USD;0;0;-694919.9;0;0;-694919.9;0;0
01;GL;Unspecified;01;01-01-1020-01;2010/08/01;2010/08/31;USD;0;0;-694919.9;0;0;-694919.9;0;0
01;GL;Unspecified;01;01-01-1020-01;2010/09/01;2010/09/30;USD;135539.7;0;-830459.6;135539.7;0;-830459.6;0;0
01;GL;Unspecified;01;01-01-1020-01;2010/10/01;2010/10/31;USD;0;0;-830459.6;0;0;-830459.6;0;0
01;GL;Unspecified;01;01-01-1020-01;2010/11/01;2010/11/30;USD;1383.1;0;-831842.6;1383.1;0;-831842.6;0;0
01;GL;Unspecified;01;01-01-1020-01;2010/12/01;2010/12/31;USD;64800;0;-896642.6;64800;0;-896642.6;0;0
01;GL;Unspecified;01;01-01-2360-01;2006/08/01;2006/08/31;USD;0;0;598.5;0;0;598.5;0;0
01;GL;Unspecified;01;01-01-2360-01;2006/09/01;2006/09/30;USD;0;0;598.5;0;0;598.5;0;0
01;GL;Unspecified;01;01-01-2360-01;2006/10/01;2006/10/31;USD;0;0;598.5;0;0;598.5;0;0
01;GL;Unspecified;01;01-01-2360-01;2007/01/01;2007/01/31;USD;0;0;598.5;0;0;598.5;0;0
01;GL;Unspecified;01;01-01-2360-01;2007/02/01;2007/02/28;USD;0;0;598.5;0;0;598.5;0;0
01;GL;Unspecified;01;01-01-2360-01;2007/07/01;2007/07/31;USD;0;645;1243.5;0;645;1243.5;0;0
01;GL;Unspecified;01;01-01-2360-01;2007/08/01;2007/08/31;USD;0;47.5;1291;0;47.5;1291;0;0
01;GL;Unspecified;01;01-01-2360-01;2009/09/01;2009/09/30;USD;2.5;20.2;4647.2;2.5;20.2;4647.2;0;0
01;GL;Unspecified;01;01-01-2360-01;2009/10/01;2009/10/31;USD;0;2312.5;6959.7;0;2312.5;6959.7;0;0
01;GL;Unspecified;01;01-01-2360-01;2009/11/01;2009/11/30;USD;0;0;6959.7;0;0;6959.7;0;0
01;GL;Unspecified;01;01-01-2360-01;2009/12/01;2009/12/31;USD;225.1;4625;11359.6;225.1;4625;11359.6;0;0
01;GL;Unspecified;01;01-01-2360-01;2010/01/01;2010/01/31;USD;0;0;11359.6;0;0;11359.6;0;0
01;GL;Unspecified;01;01-01-2360-01;2010/02/01;2010/02/28;USD;0;0;11359.6;0;0;11359.6;0;0
01;GL;Unspecified;01;01-01-2360-01;2010/03/01;2010/03/31;USD;49.3;465;11775.2;49.3;465;11775.2;0;0
01;GL;Unspecified;01;01-01-2360-01;2010/04/01;2010/04/30;USD;0;0;11775.2;0;0;11775.2;0;0
01;GL;Unspecified;01;01-01-2360-01;2010/05/01;2010/05/31;USD;0;0;11775.2;0;0;11775.2;0;0
01;GL;Unspecified;01;01-01-2360-01;2010/06/01;2010/06/30;USD;0;0;11775.2;0;0;11775.2;0;0
01;GL;Unspecified;01;01-01-6400-01;2009/09/01;2009/09/30;USD;15000;0;-15000;15000;0;-15000;0;0
01;GL;Unspecified;01;01-01-6400-01;2009/10/01;2009/10/31;USD;0;0;-15000;0;0;-15000;0;0
01;GL;Unspecified;01;01-01-6400-01;2009/11/01;2009/11/30;USD;0;0;-15000;0;0;-15000;0;0
01;GL;Unspecified;01;01-01-6400-01;2009/12/01;2009/12/31;USD;0;0;-15000;0;0;-15000;0;0
01;GL;Unspecified;01;01-01-2480-01;2009/11/01;2009/11/30;USD;0;0;200;0;0;200;0;0
01;GL;Unspecified;01;01-01-2480-01;2009/12/01;2009/12/31;USD;0;0;200;0;0;200;0;0
01;GL;Unspecified;01;01-01-4005-01;2010/04/01;2010/04/30;USD;0;51700;51700;0;51700;51700;0;0
01;GL;Unspecified;01;01-01-4005-01;2010/05/01;2010/05/31;USD;0;0;51700;0;0;51700;0;0
01;GL;Unspecified;01;01-01-4005-01;2010/06/01;2010/06/30;USD;0;0;51700;0;0;51700;0;0
01;GL;Unspecified;01;01-01-4005-01;2010/07/01;2010/07/31;USD;0;0;51700;0;0;51700;0;0
01;GL;Unspecified;01;01-01-4005-01;2010/08/01;2010/08/31;USD;0;0;51700;0;0;51700;0;0
01;GL;Unspecified;01;01-01-4005-01;2010/09/01;2010/09/30;USD;0;103305.8;155005.8;0;103305.8;155005.8;0;0
01;GL;Unspecified;01;01-01-4005-01;2010/10/01;2010/10/31;USD;0;0;155005.8;0;0;155005.8;0;0
01;GL;Unspecified;01;01-01-4005-01;2010/11/01;2010/11/30;USD;0;1033.1;156038.9;0;1033.1;156038.9;0;0
01;GL;Unspecified;02;01-02-4000-01;2009/11/01;2009/11/30;USD;0;0;593.5;0;0;593.5;0;0
01;GL;Unspecified;02;01-02-4000-01;2009/12/01;2009/12/31;USD;0;0;593.5;0;0;593.5;0;0
01;GL;Unspecified;02;01-02-4000-01;2010/01/01;2010/01/31;USD;0;22;22;0;22;22;0;0
01;GL;Unspecified;02;01-02-4000-01;2010/02/01;2010/02/28;USD;0;0;22;0;0;22;0;0
01;GL;Unspecified;02;01-02-5000-01;2009/12/01;2009/12/31;USD;0;0;-135.9;0;0;-135.9;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/01/01;2010/01/31;USD;5.1;0;-5.1;5.1;0;-5.1;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/02/01;2010/02/28;USD;0;0;-5.1;0;0;-5.1;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/03/01;2010/03/31;USD;0;0;-5.1;0;0;-5.1;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/04/01;2010/04/30;USD;0;0;-5.1;0;0;-5.1;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/05/01;2010/05/31;USD;0;0;-5.1;0;0;-5.1;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/06/01;2010/06/30;USD;0;0;-5.1;0;0;-5.1;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/07/01;2010/07/31;USD;0;0;-5.1;0;0;-5.1;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/08/01;2010/08/31;USD;0;0;-5.1;0;0;-5.1;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/09/01;2010/09/30;USD;0;0;-5.1;0;0;-5.1;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/10/01;2010/10/31;USD;0;0;-5.1;0;0;-5.1;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/11/01;2010/11/30;USD;0;0;-5.1;0;0;-5.1;0;0
01;GL;Unspecified;02;01-02-5000-01;2010/12/01;2010/12/31;USD;0;0;-5.1;0;0;-5.1;0;0
01;GL;Unspecified;01;01-01-1100-01;2006/07/01;2006/07/31;USD;2131;2131;0;2131;2131;0;0;0
01;GL;Unspecified;01;01-01-1100-01;2006/08/01;2006/08/31;USD;3500;3500;0;3500;3500;0;0;0
01;GL;Unspecified;01;01-01-1460-01;2006/10/01;2006/10/31;USD;111.5;0;-70.5;111.5;0;-70.5;0;0
01;GL;Unspecified;01;01-01-1460-01;2006/11/01;2006/11/30;USD;0;0;-70.5;0;0;-70.5;0;0
01;GL;Unspecified;01;01-01-1460-01;2006/12/01;2006/12/31;USD;75;385.5;240;75;385.5;240;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/01/01;2007/01/31;USD;0;0;240;0;0;240;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/02/01;2007/02/28;USD;0;0;240;0;0;240;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/03/01;2007/03/31;USD;0;0;240;0;0;240;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/04/01;2007/04/30;USD;0;0;240;0;0;240;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/05/01;2007/05/31;USD;36.2;31;234.8;36.2;31;234.8;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/06/01;2007/06/30;USD;0;0;234.8;0;0;234.8;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/07/01;2007/07/31;USD;0;0;234.8;0;0;234.8;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/08/01;2007/08/31;USD;0;0;234.8;0;0;234.8;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/09/01;2007/09/30;USD;0;0;234.8;0;0;234.8;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/10/01;2007/10/31;USD;0;0;234.8;0;0;234.8;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/11/01;2007/11/30;USD;0;0;234.8;0;0;234.8;0;0
01;GL;Unspecified;01;01-01-1460-01;2007/12/01;2007/12/31;USD;275.3;0;-40.5;275.3;0;-40.5;0;0
01;GL;Unspecified;01;01-01-1460-01;2008/01/01;2008/01/31;USD;0;0;-40.5;0;0;-40.5;0;0
01;GL;Unspecified;01;01-01-1460-01;2008/02/01;2008/02/29;USD;0;0;-40.5;0;0;-40.5;0;0
01;GL;Unspecified;01;01-01-1460-01;2008/03/01;2008/03/31;USD;5;0;-45.5;5;0;-45.5;0;0
01;GL;Unspecified;02;01-02-8910-01;2009/09/01;2009/09/30;USD;33.3;0;-33.3;33.3;0;-33.3;0;0
01;GL;Unspecified;01;01-01-1460-01;2008/04/01;2008/04/30;USD;0;1196.2;1150.7;0;1196.2;1150.7;0;0
01;GL;Unspecified;01;01-01-1460-01;2008/05/01;2008/05/31;USD;0;0;1150.7;0;0;1150.7;0;0
01;GL;Unspecified;01;01-01-1460-01;2008/06/01;2008/06/30;USD;3733.5;12934.8;10352;3733.5;12934.8;10352;0;0
01;GL;Unspecified;01;01-01-1460-01;2008/07/01;2008/07/31;USD;0;0;10352;0;0;10352;0;0
01;GL;Unspecified;01;01-01-1460-01;2008/08/01;2008/08/31;USD;24771.5;0;-14419.5;24771.5;0;-14419.5;0;0
01;GL;Unspecified;01;01-01-2460-01;2007/08/01;2007/08/31;USD;25;25;0;25;25;0;0;0
01;GL;Unspecified;01;01-01-2460-01;2007/09/01;2007/09/30;USD;325;325;0;325;325;0;0;0
01;GL;Unspecified;01;01-01-2460-01;2007/12/01;2007/12/31;USD;2625;2625;0;2625;2625;0;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/01/01;2008/01/31;USD;0;91;91;0;91;91;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/02/01;2008/02/29;USD;0;0;91;0;0;91;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/03/01;2008/03/31;USD;325;325;91;325;325;91;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/04/01;2008/04/30;USD;2306.2;2306.2;91;2306.2;2306.2;91;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/05/01;2008/05/31;USD;0;0;91;0;0;91;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/06/01;2008/06/30;USD;24955.8;24955.8;91;24955.8;24955.8;91;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/07/01;2008/07/31;USD;8558.5;8558.5;91;8558.5;8558.5;91;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/08/01;2008/08/31;USD;9658.5;9658.5;91;9658.5;9658.5;91;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/09/01;2008/09/30;USD;18556.3;18556.3;91;18556.3;18556.3;91;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/10/01;2008/10/31;USD;7743.4;7743.4;91;7743.4;7743.4;91;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/11/01;2008/11/30;USD;0;0;91;0;0;91;0;0
01;GL;Unspecified;01;01-01-2460-01;2008/12/01;2008/12/31;USD;41602;41511;0;41602;41511;0;0;0
01;GL;Unspecified;01;01-01-2460-01;2009/01/01;2009/01/31;USD;8953.4;8953.4;0;8953.4;8953.4;0;0;0
01;GL;Unspecified;01;01-01-2460-01;2009/02/01;2009/02/28;USD;50000;50000;0;50000;50000;0;0;0
01;GL;Unspecified;01;01-01-2460-01;2009/05/01;2009/05/31;USD;150000;150000;0;150000;150000;0;0;0
01;GL;Unspecified;01;01-01-2460-01;2009/06/01;2009/06/30;USD;150200;150200;0;150200;150200;0;0;0
01;GL;Unspecified;01;01-01-2460-01;2009/07/01;2009/07/31;USD;50000;50000;0;50000;50000;0;0;0
01;GL;Unspecified;01;01-01-2460-01;2009/08/01;2009/08/31;USD;48100;48100;0;48100;48100;0;0;0
01;GL;Unspecified;01;01-01-2460-01;2009/09/01;2009/09/30;USD;77108.4;77108.4;0;77108.4;77108.4;0;0;0
01;GL;Unspecified;01;01-01-2460-01;2009/10/01;2009/10/31;USD;7050;6836.3;-213.7;7050;6836.3;-213.7;0;0
01;GL;Unspecified;01;01-01-2460-01;2009/11/01;2009/11/30;USD;50656.3;50000;-870;50656.3;50000;-870;0;0
01;GL;Unspecified;01;01-01-2460-01;2009/12/01;2009/12/31;USD;14502.5;14502.5;-870;14502.5;14502.5;-870;0;0
01;GL;Unspecified;01;01-01-2320-01;2009/06/01;2009/06/30;USD;0;459.8;459.8;0;459.8;459.8;0;0
01;GL;Unspecified;01;01-01-3030-01;2009/01/01;2009/01/31;USD;0;0;2243332.2;0;0;2243332.2;0;0
01;GL;Unspecified;01;01-01-3030-01;2010/03/01;2010/03/31;USD;0;0;2943883.2;0;0;2943883.2;0;0
01;GL;Unspecified;01;01-01-2460-01;2006/12/01;2006/12/31;USD;539;539;0;539;539;0;0;0
01;GL;Unspecified;01;01-01-6000-01;2010/01/01;2010/01/31;USD;125;0;-125;125;0;-125;0;0
01;GL;Unspecified;01;01-01-6000-01;2010/02/01;2010/02/28;USD;0;0;-125;0;0;-125;0;0
01;GL;Unspecified;01;01-01-6000-01;2010/03/01;2010/03/31;USD;0;0;-125;0;0;-125;0;0
01;GL;Unspecified;01;01-01-6000-01;2010/04/01;2010/04/30;USD;0;0;-125;0;0;-125;0;0
01;GL;Unspecified;01;01-01-6000-01;2010/05/01;2010/05/31;USD;0;0;-125;0;0;-125;0;0
01;GL;Unspecified;01;01-01-6000-01;2010/06/01;2010/06/30;USD;0;0;-125;0;0;-125;0;0
01;GL;Unspecified;01;01-01-6000-01;2010/07/01;2010/07/31;USD;0;0;-125;0;0;-125;0;0
01;GL;Unspecified;01;01-01-6000-01;2010/08/01;2010/08/31;USD;0;0;-125;0;0;-125;0;0
01;GL;Unspecified;01;01-01-6000-01;2010/09/01;2010/09/30;USD;0;0;-125;0;0;-125;0;0
01;GL;Unspecified;01;01-01-6000-01;2010/10/01;2010/10/31;USD;0;0;-125;0;0;-125;0;0
01;GL;Unspecified;01;01-01-8990-01;2011/07/01;2011/07/31;USD;0;0;1228.2;0;0;1228.2;0;0
01;GL;Unspecified;01;01-01-8990-01;2011/08/01;2011/08/31;USD;0;0;1228.2;0;0;1228.2;0;0
01;GL;Unspecified;01;01-01-8990-01;2011/09/01;2011/09/30;USD;0;0;1228.2;0;0;1228.2;0;0
01;GL;Unspecified;01;01-01-2370-01;2011/09/01;2011/09/30;USD;0;0;-1014.6;0;0;-1014.6;0;0
01;GL;Unspecified;01;01-01-2370-01;2011/10/01;2011/10/31;USD;0;0;-1014.6;0;0;-1014.6;0;0
01;GL;Unspecified;01;01-01-4900-01;2011/10/01;2011/10/31;USD;0;0;28;0;0;28;0;0
01;GL;Unspecified;01;01-01-4900-01;2011/11/01;2011/11/30;USD;0;0;28;0;0;28;0;0
01;GL;Unspecified;01;01-01-4900-01;2011/12/01;2011/12/31;USD;0;0;28;0;0;28;0;0
01;GL;Unspecified;01;01-01-1260-01;2011/03/01;2011/03/31;USD;110000;110000;0;110000;110000;0;0;0
01;GL;Unspecified;01;01-01-1260-01;2011/04/01;2011/04/30;USD;32498.2;32498.2;0;32498.2;32498.2;0;0;0
01;GL;Unspecified;01;01-01-1260-01;2011/06/01;2011/06/30;USD;330000;330000;0;330000;330000;0;0;0
01;GL;Unspecified;01;01-01-2000-01;2007/07/01;2007/07/31;USD;0;1200;1563.6;0;1200;1563.6;0;0
01;GL;Unspecified;01;01-01-2000-01;2008/08/01;2008/08/31;USD;0;33500;33500;0;33500;33500;0;0
01;GL;Unspecified;01;01-01-2000-01;2008/09/01;2008/09/30;USD;102150;68650;-0;102150;68650;-0;0;0
01;GL;Unspecified;01;01-01-2000-01;2008/12/01;2008/12/31;USD;100116;50116;0;100116;50116;0;0;0
01;GL;Unspecified;01;01-01-2000-01;2009/01/01;2009/01/31;USD;10280;13080;2800;10280;13080;2800;0;0
01;GL;Unspecified;01;01-01-2000-01;2009/02/01;2009/02/28;USD;50000;50000;2800;50000;50000;2800;0;0
01;GL;Unspecified;01;01-01-3040-01;2008/09/01;2008/09/30;USD;0;0;100000;0;0;100000;0;0
01;GL;Unspecified;01;01-01-3040-01;2008/10/01;2008/10/31;USD;0;0;100000;0;0;100000;0;0
01;GL;Unspecified;01;01-01-3040-01;2011/01/01;2011/01/31;USD;0;0;110000;0;0;110000;0;0
01;GL;Unspecified;01;01-01-2360-01;2011/12/01;2011/12/31;USD;0;0;31446.4;0;0;31446.4;0;0
01;GL;Unspecified;01;01-01-2365-01;2010/12/01;2010/12/31;USD;0;0;-505.2;0;0;-505.2;0;0
01;GL;Unspecified;01;01-01-2365-01;2011/01/01;2011/01/31;USD;0;0;-505.2;0;0;-505.2;0;0
01;GL;Unspecified;01;01-01-2365-01;2011/02/01;2011/02/28;USD;0;0;-505.2;0;0;-505.2;0;0
01;GL;Unspecified;01;01-01-2365-01;2011/03/01;2011/03/31;USD;0;0;-505.2;0;0;-505.2;0;0
01;GL;Unspecified;01;01-01-2365-01;2011/04/01;2011/04/30;USD;0;0;-505.2;0;0;-505.2;0;0
01;GL;Unspecified;01;01-01-2365-01;2011/05/01;2011/05/31;USD;0;0;-505.2;0;0;-505.2;0;0
01;GL;Unspecified;01;01-01-3010-01;2004/01/01;2004/12/31;USD;0;10000;10000;0;10000;10000;0;0
01;GL;Unspecified;01;01-01-1210-01;2006/12/01;2006/12/31;USD;1933.2;31933.2;-225437.6;1933.2;31933.2;-225437.6;0;0
01;GL;Unspecified;01;01-01-2360-01;2010/12/01;2010/12/31;USD;0;0;14087.7;0;0;14087.7;0;0
01;GL;Unspecified;01;01-01-1215-01;2009/08/01;2009/08/31;USD;56310;27040;-57868.4;56310;27040;-57868.4;0;0
01;GL;Unspecified;01;01-01-1215-01;2009/11/01;2009/11/30;USD;0;0;-42748.5;0;0;-42748.5;0;0
01;GL;Unspecified;01;01-01-1215-01;2009/12/01;2009/12/31;USD;22712.5;27064.6;-38396.4;22712.5;27064.6;-38396.4;0;0
01;GL;Unspecified;01;01-01-1215-01;2010/03/01;2010/03/31;USD;1021;2704;-36713.4;1021;2704;-36713.4;0;0
01;GL;Unspecified;01;01-01-1215-01;2010/04/01;2010/04/30;USD;0;0;-36713.4;0;0;-36713.4;0;0
01;GL;Unspecified;01;01-01-1215-01;2010/05/01;2010/05/31;USD;0;0;-36713.4;0;0;-36713.4;0;0
01;GL;Unspecified;01;01-01-1215-01;2010/06/01;2010/06/30;USD;58391;16638.8;-78465.6;58391;16638.8;-78465.6;0;0
01;GL;Unspecified;01;01-01-1215-01;2010/07/01;2010/07/31;USD;0;0;-78465.6;0;0;-78465.6;0;0
01;GL;Unspecified;01;01-01-1215-01;2010/08/01;2010/08/31;USD;0;0;-78465.6;0;0;-78465.6;0;0
01;GL;Unspecified;01;01-01-1215-01;2010/09/01;2010/09/30;USD;26031;27936.4;-76560.2;26031;27936.4;-76560.2;0;0
01;GL;Unspecified;01;01-01-1215-01;2010/10/01;2010/10/31;USD;0;0;-76560.2;0;0;-76560.2;0;0
01;GL;Unspecified;01;01-01-1215-01;2010/11/01;2010/11/30;USD;102.1;270.4;-76391.9;102.1;270.4;-76391.9;0;0
