COMPANY_NK;LEDGER_NK;PROFIT_CENTER_NK;JOURNAL_DOC_TYPE_NK;JOURNAL_DOC_NK;JOURNAL_LINE_ITEM_NK;ACCOUNT_NK;TRANS_DATE_NK;CURRENCY_NK;DEBIT;CREDIT;DEBIT_LOCAL;CREDIT_LOCAL
01;GL;01;SO;40005-1-01-01-1260-01;7930;01-01-1260-01;2006/01/13 00:00:00.000;USD;24.62;0;24.62;0
01;GL;01;SO;40005-1-01-01-1210-01;7929;01-01-1210-01;2006/01/13 00:00:00.000;USD;0;24.62;0;24.62
01;GL;01;SO;40005-01-01-5000-01;7932;01-01-5000-01;2006/01/13 00:00:00.000;USD;24.62;0;24.62;0
01;GL;01;SO;40005-01-01-1260-01;7931;01-01-1260-01;2006/01/13 00:00:00.000;USD;0;24.62;0;24.62
01;GL;01;IN;60019-01-01-1100-01;7936;01-01-1100-01;2006/01/13 00:00:00.000;USD;111.6;0;111.6;0
01;GL;01;IN;60019-01-01-2360-01;7935;01-01-2360-01;2006/01/13 00:00:00.000;USD;0;4.95;0;4.95
01;GL;01;IN;60019-01-01-2470-01;7934;01-01-2470-01;2006/01/13 00:00:00.000;USD;0;7.74;0;7.74
01;GL;01;IN;60019-01-01-4000-01;7933;01-01-4000-01;2006/01/13 00:00:00.000;USD;0;98.91;0;98.91
01;GL;01;CR;V-40005-1-01-01-1000-01;7938;01-01-1000-01;2006/01/13 00:00:00.000;USD;103.86;0;103.86;0
01;GL;01;CR;I-60019-01-01-1100-01;7937;01-01-1100-01;2006/01/13 00:00:00.000;USD;0;103.86;0;103.86
01;GL;01;CR;C-774-01-01-1000-01;7940;01-01-1000-01;2006/01/13 00:00:00.000;USD;7.74;0;7.74;0
01;GL;01;CR;I-60019-01-01-1100-01;7939;01-01-1100-01;2006/01/13 00:00:00.000;USD;0;7.74;0;7.74
01;GL;01;CR;Unapplied from V-50045-1-01-01-2440-01;7943;01-01-2440-01;2006/01/13 00:00:00.000;USD;0;103.86;0;103.86
01;GL;01;CR;V-50045-1-01-01-1000-01;7944;01-01-1000-01;2006/01/13 00:00:00.000;USD;103.86;0;103.86;0
01;GL;01;CM;20009-01-01-2440-01;7942;01-01-2440-01;2006/01/13 00:00:00.000;USD;103.86;0;103.86;0
01;GL;01;CM;20009-01-01-1100-01;7941;01-01-1100-01;2006/01/13 00:00:00.000;USD;0;103.86;0;103.86
01;GL;01;SO;50045-1-01-01-1260-01;7946;01-01-1260-01;2006/01/13 00:00:00.000;USD;24.62;0;24.62;0
01;GL;01;SO;50045-1-01-01-1210-01;7945;01-01-1210-01;2006/01/13 00:00:00.000;USD;0;24.62;0;24.62
01;GL;01;SO;50045-01-01-5000-01;7948;01-01-5000-01;2006/01/13 00:00:00.000;USD;24.62;0;24.62;0
01;GL;01;SO;50045-01-01-1260-01;7947;01-01-1260-01;2006/01/13 00:00:00.000;USD;0;24.62;0;24.62
01;GL;01;IN;60020-01-01-2360-01;7950;01-01-2360-01;2006/01/13 00:00:00.000;USD;0;4.95;0;4.95
01;GL;01;IN;60020-01-01-4000-01;7949;01-01-4000-01;2006/01/13 00:00:00.000;USD;0;98.91;0;98.91
01;GL;01;CR;Unapplied from V-50046-1-01-01-2440-01;7954;01-01-2440-01;2006/01/13 00:00:00.000;USD;0;997.5;0;997.5
01;GL;01;CR;V-50046-1-01-01-1000-01;7955;01-01-1000-01;2006/01/13 00:00:00.000;USD;997.5;0;997.5;0
01;GL;01;CM;20010-01-01-2440-01;7953;01-01-2440-01;2006/01/13 00:00:00.000;USD;997.5;0;997.5;0
01;GL;01;CM;20010-01-01-1100-01;7952;01-01-1100-01;2006/01/13 00:00:00.000;USD;0;997.5;0;997.5
01;GL;01;PO;20017-01-01-2460-01;7956;01-01-2460-01;2006/01/13 00:00:00.000;USD;0;47;0;47
01;GL;01;PO;20017-01-01-1210-01;7957;01-01-1210-01;2006/01/13 00:00:00.000;USD;47;0;47;0
01;GL;01;VO;30015-01-01-1460-01;7959;01-01-1460-01;2006/01/13 00:00:00.000;USD;0;22;0;22
01;GL;01;VO;30015-01-01-2000-01;7960;01-01-2000-01;2006/01/13 00:00:00.000;USD;0;25;0;25
01;GL;01;VO;30015-01-01-2460-01;7958;01-01-2460-01;2006/01/13 00:00:00.000;USD;47;0;47;0
01;GL;01;CM;30015-01-01-4900-01;7961;01-01-4900-01;2006/01/13 00:00:00.000;USD;0;0.5;0;0.5
01;GL;01;CM;30015-01-01-2000-01;7962;01-01-2000-01;2006/01/13 00:00:00.000;USD;0.5;0;0.5;0
01;GL;01;CK;3010-01-01-1000-01;7964;01-01-1000-01;2006/01/13 00:00:00.000;USD;0;24.5;0;24.5
01;GL;01;WO;10010-1-01-01-1250-01;7966;01-01-1250-01;2006/01/13 00:00:00.000;USD;27.5;0;27.5;0
01;GL;01;WO;10010-1-01-01-1210-01;7965;01-01-1210-01;2006/01/13 00:00:00.000;USD;0;27.5;0;27.5
01;GL;01;WO;10010-1-01-01-1250-01;7968;01-01-1250-01;2006/01/13 00:00:00.000;USD;47;0;47;0
01;GL;01;WO;10010-1-01-01-1210-01;7967;01-01-1210-01;2006/01/13 00:00:00.000;USD;0;47;0;47
01;GL;01;WO;10010-1-01-01-1250-01;7969;01-01-1250-01;2006/01/13 00:00:00.000;USD;0;86.6;0;86.6
01;GL;01;WO;10010-1-01-01-1210-01;7970;01-01-1210-01;2006/01/13 00:00:00.000;USD;86.6;0;86.6;0
01;GL;01;WO;10010-1-01-01-1250-01;7972;01-01-1250-01;2006/01/13 00:00:00.000;USD;0.92;0;0.92;0
01;GL;01;WO;10010-1-01-01-2320-01;7971;01-01-2320-01;2006/01/13 00:00:00.000;USD;0;0.92;0;0.92
01;GL;01;WO;10010-1-01-01-1250-01;7974;01-01-1250-01;2006/01/13 00:00:00.000;USD;10.82;0;10.82;0
01;GL;01;WO;10010-1-01-01-2320-01;7973;01-01-2320-01;2006/01/13 00:00:00.000;USD;0;10.82;0;10.82
01;GL;01;WO;10010-1-01-01-1250-01;7975;01-01-1250-01;2006/01/13 00:00:00.000;USD;0.37;0;0.37;0
01;GL;01;WO;10010-1-01-01-1450-01;7976;01-01-1450-01;2006/01/13 00:00:00.000;USD;0;0.37;0;0.37
01;GL;01;WO;50046-1-01-01-1250-01;7977;01-01-1250-01;2006/01/13 00:00:00.000;USD;0;246.18;0;246.18
01;GL;01;WO;50046-1-01-01-1210-01;7978;01-01-1210-01;2006/01/13 00:00:00.000;USD;246.18;0;246.18;0
01;GL;01;WO;50046-1-01-01-1250-01;7980;01-01-1250-01;2006/01/13 00:00:00.000;USD;86.6;0;86.6;0
01;GL;01;WO;50046-1-01-01-1210-01;7979;01-01-1210-01;2006/01/13 00:00:00.000;USD;0;86.6;0;86.6
01;GL;01;WO;50046-1-01-01-1250-01;7982;01-01-1250-01;2006/01/13 00:00:00.000;USD;100;0;100;0
01;GL;01;WO;50046-1-01-01-1210-01;7981;01-01-1210-01;2006/01/13 00:00:00.000;USD;0;100;0;100
01;GL;01;WO;50046-1-01-01-1250-01;7984;01-01-1250-01;2006/01/13 00:00:00.000;USD;25;0;25;0
01;GL;01;WO;50046-1-01-01-1210-01;7983;01-01-1210-01;2006/01/13 00:00:00.000;USD;0;25;0;25
01;GL;01;WO;50046-1-01-01-1250-01;7986;01-01-1250-01;2006/01/13 00:00:00.000;USD;0.7;0;0.7;0
01;GL;01;WO;50046-1-01-01-1210-01;7985;01-01-1210-01;2006/01/13 00:00:00.000;USD;0;0.7;0;0.7
01;GL;01;WO;50046-1-01-01-1250-01;7988;01-01-1250-01;2006/01/13 00:00:00.000;USD;1.1;0;1.1;0
01;GL;01;WO;50046-1-01-01-2320-01;7987;01-01-2320-01;2006/01/13 00:00:00.000;USD;0;1.1;0;1.1
01;GL;01;WO;50046-1-01-01-1250-01;7990;01-01-1250-01;2006/01/13 00:00:00.000;USD;11;0;11;0
01;GL;01;WO;50046-1-01-01-2320-01;7989;01-01-2320-01;2006/01/13 00:00:00.000;USD;0;11;0;11
01;GL;01;WO;50046-1-01-01-1250-01;7992;01-01-1250-01;2006/01/13 00:00:00.000;USD;1.1;0;1.1;0
01;GL;01;WO;50046-1-01-01-2320-01;7991;01-01-2320-01;2006/01/13 00:00:00.000;USD;0;1.1;0;1.1
01;GL;01;WO;50046-1-01-01-1250-01;7994;01-01-1250-01;2006/01/13 00:00:00.000;USD;11;0;11;0
01;GL;01;WO;50046-1-01-01-2320-01;7993;01-01-2320-01;2006/01/13 00:00:00.000;USD;0;11;0;11
01;GL;01;WO;50046-1-01-01-1250-01;7996;01-01-1250-01;2006/01/13 00:00:00.000;USD;0.88;0;0.88;0
01;GL;01;WO;50046-1-01-01-2320-01;7995;01-01-2320-01;2006/01/13 00:00:00.000;USD;0;0.88;0;0.88
01;GL;01;WO;50046-1-01-01-1250-01;7998;01-01-1250-01;2006/01/13 00:00:00.000;USD;8.8;0;8.8;0
01;GL;01;WO;50046-1-01-01-2320-01;7997;01-01-2320-01;2006/01/13 00:00:00.000;USD;0;8.8;0;8.8
01;GL;01;SO;50046-1-01-01-1260-01;8000;01-01-1260-01;2006/01/13 00:00:00.000;USD;246.18;0;246.18;0
01;GL;01;SO;50046-1-01-01-1210-01;7999;01-01-1210-01;2006/01/13 00:00:00.000;USD;0;246.18;0;246.18
01;GL;01;SO;50046-01-01-5000-01;8002;01-01-5000-01;2006/01/13 00:00:00.000;USD;246.18;0;246.18;0
01;GL;01;SO;50046-01-01-1260-01;8001;01-01-1260-01;2006/01/13 00:00:00.000;USD;0;246.18;0;246.18
01;GL;01;IN;60021-01-01-1100-01;8006;01-01-1100-01;2006/01/13 00:00:00.000;USD;1051.5;0;1051.5;0
01;GL;01;IN;60021-01-01-2360-01;8005;01-01-2360-01;2006/01/13 00:00:00.000;USD;0;47.5;0;47.5
01;GL;01;IN;60021-01-01-2470-01;8004;01-01-2470-01;2006/01/13 00:00:00.000;USD;0;54;0;54
01;GL;01;IN;60021-01-01-4000-01;8003;01-01-4000-01;2006/01/13 00:00:00.000;USD;0;950;0;950
01;GL;01;CR;V--01-01-1000-01;8007;01-01-1000-01;2006/01/13 00:00:00.000;USD;54;0;54;0
01;GL;01;CR;I-60021-01-01-1100-01;8008;01-01-1100-01;2006/01/13 00:00:00.000;USD;0;54;0;54
01;GL;01;CR;Unapplied from V-50148-1-01-01-2440-01;8011;01-01-2440-01;2006/01/30 00:00:00.000;USD;0;500;0;500
01;GL;01;CR;V-50148-1-01-01-1000-01;8012;01-01-1000-01;2006/01/30 00:00:00.000;USD;500;0;500;0
01;GL;01;CM;20011-01-01-2440-01;8010;01-01-2440-01;2006/01/30 00:00:00.000;USD;500;0;500;0
01;GL;01;CM;20011-01-01-1100-01;8009;01-01-1100-01;2006/01/30 00:00:00.000;USD;0;500;0;500
01;GL;01;WO;10011-1-01-01-1250-01;8014;01-01-1250-01;2006/01/30 00:00:00.000;USD;47;0;47;0
01;GL;01;WO;10011-1-01-01-1210-01;8013;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;47;0;47
01;GL;01;WO;10011-1-01-01-1250-01;8016;01-01-1250-01;2006/01/30 00:00:00.000;USD;27.5;0;27.5;0
01;GL;01;WO;10011-1-01-01-1210-01;8015;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;27.5;0;27.5
01;GL;01;WO;10011-1-01-01-1250-01;8017;01-01-1250-01;2006/01/30 00:00:00.000;USD;0;86.6;0;86.6
01;GL;01;WO;10011-1-01-01-1210-01;8018;01-01-1210-01;2006/01/30 00:00:00.000;USD;86.6;0;86.6;0
01;GL;01;WO;10011-1-01-01-1250-01;8020;01-01-1250-01;2006/01/30 00:00:00.000;USD;0.92;0;0.92;0
01;GL;01;WO;10011-1-01-01-2320-01;8019;01-01-2320-01;2006/01/30 00:00:00.000;USD;0;0.92;0;0.92
01;GL;01;WO;10011-1-01-01-1250-01;8022;01-01-1250-01;2006/01/30 00:00:00.000;USD;10.08;0;10.08;0
01;GL;01;WO;10011-1-01-01-2320-01;8021;01-01-2320-01;2006/01/30 00:00:00.000;USD;0;10.08;0;10.08
01;GL;01;WO;10011-1-01-01-1250-01;8023;01-01-1250-01;2006/01/30 00:00:00.000;USD;1.1;0;1.1;0
01;GL;01;WO;10011-1-01-01-1450-01;8024;01-01-1450-01;2006/01/30 00:00:00.000;USD;0;1.1;0;1.1
01;GL;01;WO;50148-1-01-01-1250-01;8025;01-01-1250-01;2006/01/30 00:00:00.000;USD;0;246.18;0;246.18
01;GL;01;WO;50148-1-01-01-1210-01;8026;01-01-1210-01;2006/01/30 00:00:00.000;USD;246.18;0;246.18;0
01;GL;01;WO;50148-1-01-01-1250-01;8028;01-01-1250-01;2006/01/30 00:00:00.000;USD;86.6;0;86.6;0
01;GL;01;WO;50148-1-01-01-1210-01;8027;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;86.6;0;86.6
01;GL;01;WO;50148-1-01-01-1250-01;8030;01-01-1250-01;2006/01/30 00:00:00.000;USD;100;0;100;0
01;GL;01;WO;50148-1-01-01-1210-01;8029;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;100;0;100
01;GL;01;WO;50148-1-01-01-1250-01;8032;01-01-1250-01;2006/01/30 00:00:00.000;USD;25;0;25;0
01;GL;01;WO;50148-1-01-01-1210-01;8031;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;25;0;25
01;GL;01;WO;50148-1-01-01-1250-01;8034;01-01-1250-01;2006/01/30 00:00:00.000;USD;0.7;0;0.7;0
01;GL;01;WO;50148-1-01-01-1210-01;8033;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;0.7;0;0.7
01;GL;01;WO;50148-1-01-01-1250-01;8036;01-01-1250-01;2006/01/30 00:00:00.000;USD;1.1;0;1.1;0
01;GL;01;WO;50148-1-01-01-2320-01;8035;01-01-2320-01;2006/01/30 00:00:00.000;USD;0;1.1;0;1.1
01;GL;01;WO;50148-1-01-01-1250-01;8038;01-01-1250-01;2006/01/30 00:00:00.000;USD;11;0;11;0
01;GL;01;WO;50148-1-01-01-2320-01;8037;01-01-2320-01;2006/01/30 00:00:00.000;USD;0;11;0;11
01;GL;01;WO;50148-1-01-01-1250-01;8040;01-01-1250-01;2006/01/30 00:00:00.000;USD;1.1;0;1.1;0
01;GL;01;WO;50148-1-01-01-2320-01;8039;01-01-2320-01;2006/01/30 00:00:00.000;USD;0;1.1;0;1.1
01;GL;01;WO;50148-1-01-01-1250-01;8042;01-01-1250-01;2006/01/30 00:00:00.000;USD;11;0;11;0
01;GL;01;WO;50148-1-01-01-2320-01;8041;01-01-2320-01;2006/01/30 00:00:00.000;USD;0;11;0;11
01;GL;01;VO;30016-01-01-2460-01;8049;01-01-2460-01;2006/01/30 00:00:00.000;USD;47;0;47;0
01;GL;01;CM;30016-01-01-4900-01;8052;01-01-4900-01;2006/01/30 00:00:00.000;USD;0;0.5;0;0.5
01;GL;01;CM;30016-01-01-2000-01;8053;01-01-2000-01;2006/01/30 00:00:00.000;USD;0.5;0;0.5;0
01;GL;01;CK;3011-01-01-1000-01;8055;01-01-1000-01;2006/01/30 00:00:00.000;USD;0;24.5;0;24.5
01;GL;01;CK;3011-01-01-2000-01;8054;01-01-2000-01;2006/01/30 00:00:00.000;USD;24.5;0;24.5;0
01;GL;01;SO;50148-1-01-01-1260-01;8057;01-01-1260-01;2006/01/30 00:00:00.000;USD;246.18;0;246.18;0
01;GL;01;SO;50148-1-01-01-1210-01;8056;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;246.18;0;246.18
01;GL;01;SO;50148-01-01-5000-01;8059;01-01-5000-01;2006/01/30 00:00:00.000;USD;246.18;0;246.18;0
01;GL;01;SO;50148-01-01-1260-01;8058;01-01-1260-01;2006/01/30 00:00:00.000;USD;0;246.18;0;246.18
01;GL;01;IN;60022-01-01-1100-01;8063;01-01-1100-01;2006/01/30 00:00:00.000;USD;1087.5;0;1087.5;0
01;GL;01;IN;60022-01-01-2360-01;8062;01-01-2360-01;2006/01/30 00:00:00.000;USD;0;47.5;0;47.5
01;GL;01;IN;60022-01-01-2470-01;8061;01-01-2470-01;2006/01/30 00:00:00.000;USD;0;90;0;90
01;GL;01;IN;60022-01-01-4000-01;8060;01-01-4000-01;2006/01/30 00:00:00.000;USD;0;950;0;950
01;GL;01;CR;C-123112-01-01-1000-01;8065;01-01-1000-01;2006/01/30 00:00:00.000;USD;587.5;0;587.5;0
01;GL;01;CR;I-60022-01-01-1100-01;8064;01-01-1100-01;2006/01/30 00:00:00.000;USD;0;587.5;0;587.5
01;GL;01;PO;20019-01-01-2460-01;8066;01-01-2460-01;2006/01/30 00:00:00.000;USD;0;47;0;47
01;GL;01;PO;20019-01-01-1210-01;8067;01-01-1210-01;2006/01/30 00:00:00.000;USD;47;0;47;0
01;GL;01;WO;10012-1-01-01-1250-01;8069;01-01-1250-01;2006/01/30 00:00:00.000;USD;47;0;47;0
01;GL;01;SO;50030-1-01-01-1210-01;7487;01-01-1210-01;2006/01/09 00:00:00.000;USD;0;26.67;0;26.67
01;GL;01;WO;10012-1-01-01-1210-01;8068;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;47;0;47
01;GL;01;WO;10012-1-01-01-1250-01;8071;01-01-1250-01;2006/01/30 00:00:00.000;USD;27.5;0;27.5;0
01;GL;01;WO;10012-1-01-01-1210-01;8070;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;27.5;0;27.5
01;GL;01;WO;10012-1-01-01-1250-01;8072;01-01-1250-01;2006/01/30 00:00:00.000;USD;0;86.6;0;86.6
01;GL;01;WO;10012-1-01-01-1210-01;8073;01-01-1210-01;2006/01/30 00:00:00.000;USD;86.6;0;86.6;0
01;GL;01;WO;10012-1-01-01-1250-01;8075;01-01-1250-01;2006/01/30 00:00:00.000;USD;0.92;0;0.92;0
01;GL;01;WO;10012-1-01-01-2320-01;8074;01-01-2320-01;2006/01/30 00:00:00.000;USD;0;0.92;0;0.92
01;GL;01;WO;10012-1-01-01-1250-01;8077;01-01-1250-01;2006/01/30 00:00:00.000;USD;11.18;0;11.18;0
01;GL;01;WO;10012-1-01-01-2320-01;8076;01-01-2320-01;2006/01/30 00:00:00.000;USD;0;11.18;0;11.18
01;GL;01;WO;50149-1-01-01-1250-01;8078;01-01-1250-01;2006/01/30 00:00:00.000;USD;0;246.18;0;246.18
01;GL;01;WO;50149-1-01-01-1210-01;8079;01-01-1210-01;2006/01/30 00:00:00.000;USD;246.18;0;246.18;0
01;GL;01;WO;50149-1-01-01-1250-01;8081;01-01-1250-01;2006/01/30 00:00:00.000;USD;86.6;0;86.6;0
01;GL;01;WO;50149-1-01-01-1210-01;8080;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;86.6;0;86.6
01;GL;01;WO;50149-1-01-01-1250-01;8083;01-01-1250-01;2006/01/30 00:00:00.000;USD;100;0;100;0
01;GL;01;WO;50149-1-01-01-1210-01;8082;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;100;0;100
01;GL;01;WO;50149-1-01-01-1250-01;8085;01-01-1250-01;2006/01/30 00:00:00.000;USD;25;0;25;0
01;GL;01;WO;50149-1-01-01-1210-01;8084;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;25;0;25
01;GL;01;WO;50149-1-01-01-1250-01;8087;01-01-1250-01;2006/01/30 00:00:00.000;USD;0.7;0;0.7;0
01;GL;01;WO;50149-1-01-01-1210-01;8086;01-01-1210-01;2006/01/30 00:00:00.000;USD;0;0.7;0;0.7
01;GL;01;WO;50149-1-01-01-1250-01;8089;01-01-1250-01;2006/01/30 00:00:00.000;USD;1.1;0;1.1;0
01;GL;01;WO;50149-1-01-01-2320-01;8088;01-01-2320-01;2006/01/30 00:00:00.000;USD;0;1.1;0;1.1
01;GL;01;WO;50149-1-01-01-1250-01;8091;01-01-1250-01;2006/01/30 00:00:00.000;USD;11;0;11;0
01;GL;01;WO;50149-1-01-01-2320-01;8090;01-01-2320-01;2006/01/30 00:00:00.000;USD;0;11;0;11
01;GL;01;WO;50149-1-01-01-1250-01;8093;01-01-1250-01;2006/01/30 00:00:00.000;USD;1.1;0;1.1;0
01;GL;01;WO;50149-1-01-01-2320-01;8092;01-01-2320-01;2006/01/30 00:00:00.000;USD;0;1.1;0;1.1
01;GL;01;JE;MDA-004-01-01-2000-01;8127;01-01-2000-01;2006/01/02 00:00:00.000;USD;15.64;0;15.64;0
01;GL;01;JE;MDA-004-01-01-2460-01;8126;01-01-2460-01;2006/01/02 00:00:00.000;USD;0;15.64;0;15.64
01;GL;01;JE;MDA-005-01-01-2320-01;8129;01-01-2320-01;2006/01/02 00:00:00.000;USD;403.99;0;403.99;0
01;GL;01;JE;MDA-005-01-01-2000-01;8128;01-01-2000-01;2006/01/02 00:00:00.000;USD;0;403.99;0;403.99
01;GL;01;PO;20020-01-01-2460-01;8130;01-01-2460-01;2006/01/31 00:00:00.000;USD;0;47;0;47
01;GL;01;PO;20020-01-01-1210-01;8131;01-01-1210-01;2006/01/31 00:00:00.000;USD;47;0;47;0
01;GL;01;VO;30018-01-01-1460-01;8133;01-01-1460-01;2006/01/31 00:00:00.000;USD;0;22;0;22
01;GL;01;VO;30018-01-01-2000-01;8134;01-01-2000-01;2006/01/31 00:00:00.000;USD;0;25;0;25
01;GL;01;VO;30018-01-01-2460-01;8132;01-01-2460-01;2006/01/31 00:00:00.000;USD;47;0;47;0
01;GL;01;CK;3013-01-01-1000-01;8136;01-01-1000-01;2006/01/31 00:00:00.000;USD;0;25;0;25
01;GL;01;CK;3013-01-01-2000-01;8135;01-01-2000-01;2006/01/31 00:00:00.000;USD;25;0;25;0
01;GL;01;WO;50150-1-01-01-1210-01;8149;01-01-1210-01;2006/02/01 00:00:00.000;USD;0;86.6;0;86.6
01;GL;01;WO;50150-1-01-01-1250-01;8152;01-01-1250-01;2006/02/01 00:00:00.000;USD;100;0;100;0
01;GL;01;WO;50150-1-01-01-1210-01;8151;01-01-1210-01;2006/02/01 00:00:00.000;USD;0;100;0;100
01;GL;01;WO;50150-1-01-01-1250-01;8154;01-01-1250-01;2006/02/01 00:00:00.000;USD;25;0;25;0
01;GL;01;WO;50150-1-01-01-1210-01;8153;01-01-1210-01;2006/02/01 00:00:00.000;USD;0;25;0;25
01;GL;01;WO;50150-1-01-01-1250-01;8156;01-01-1250-01;2006/02/01 00:00:00.000;USD;0.7;0;0.7;0
01;GL;01;WO;50150-1-01-01-1210-01;8155;01-01-1210-01;2006/02/01 00:00:00.000;USD;0;0.7;0;0.7
01;GL;01;CT;Unspecified-01-01-1210-01;8320;01-01-1210-01;2006/08/30 00:00:00.000;USD;94;0;94;0
01;GL;01;IN;60030-01-01-4000-01;8521;01-01-4000-01;2006/12/28 00:00:00.000;USD;0;950;0;950
01;GL;01;IN;60032-01-01-4000-01;8559;01-01-4000-01;2007/01/08 00:00:00.000;USD;0;494.55;0;494.55
01;GL;01;IN;60037-01-01-4000-01;8911;01-01-4000-01;2007/05/30 00:00:00.000;USD;0;7017.3;0;7017.3
01;GL;01;VO;30019-01-01-1460-01;8202;01-01-1460-01;2006/07/05 00:00:00.000;USD;3;0;3;0
01;GL;01;VO;30019-01-01-2000-01;8203;01-01-2000-01;2006/07/05 00:00:00.000;USD;0;50;0;50
01;GL;01;VO;30019-01-01-2460-01;8201;01-01-2460-01;2006/07/05 00:00:00.000;USD;47;0;47;0
01;GL;01;CM;30019-01-01-4900-01;8205;01-01-4900-01;2006/07/05 00:00:00.000;USD;0;1;0;1
01;GL;01;CM;30019-01-01-2000-01;8204;01-01-2000-01;2006/07/05 00:00:00.000;USD;1;0;1;0
01;GL;01;CK;3014-01-01-1000-01;8207;01-01-1000-01;2006/07/05 00:00:00.000;USD;0;49;0;49
01;GL;01;CK;3014-01-01-2000-01;8206;01-01-2000-01;2006/07/05 00:00:00.000;USD;49;0;49;0
01;GL;01;WO;10014-1-01-01-1250-01;8209;01-01-1250-01;2006/07/05 00:00:00.000;USD;47;0;47;0
01;GL;01;WO;10014-1-01-01-1210-01;8208;01-01-1210-01;2006/07/05 00:00:00.000;USD;0;47;0;47
01;GL;01;WO;10014-1-01-01-1250-01;8211;01-01-1250-01;2006/07/05 00:00:00.000;USD;27.5;0;27.5;0
01;GL;01;WO;10014-1-01-01-1210-01;8210;01-01-1210-01;2006/07/05 00:00:00.000;USD;0;27.5;0;27.5
01;GL;01;WO;10014-1-01-01-1250-01;8212;01-01-1250-01;2006/07/05 00:00:00.000;USD;0;86.6;0;86.6
01;GL;01;WO;10014-1-01-01-1210-01;8213;01-01-1210-01;2006/07/05 00:00:00.000;USD;86.6;0;86.6;0
01;GL;01;WO;10014-1-01-01-1250-01;8215;01-01-1250-01;2006/07/05 00:00:00.000;USD;0.18;0;0.18;0
01;GL;01;WO;10014-1-01-01-2320-01;8214;01-01-2320-01;2006/07/05 00:00:00.000;USD;0;0.18;0;0.18
01;GL;01;WO;10014-1-01-01-1250-01;8217;01-01-1250-01;2006/07/05 00:00:00.000;USD;0.85;0;0.85;0
01;GL;01;WO;10014-1-01-01-2320-01;8216;01-01-2320-01;2006/07/05 00:00:00.000;USD;0;0.85;0;0.85
01;GL;01;WO;10014-1-01-01-1250-01;8218;01-01-1250-01;2006/07/05 00:00:00.000;USD;11.07;0;11.07;0
01;GL;01;WO;10014-1-01-01-1450-01;8219;01-01-1450-01;2006/07/05 00:00:00.000;USD;0;11.07;0;11.07
01;GL;01;WO;50151-1-01-01-1250-01;8220;01-01-1250-01;2006/07/05 00:00:00.000;USD;0;246.18;0;246.18
01;GL;01;WO;50151-1-01-01-1210-01;8221;01-01-1210-01;2006/07/05 00:00:00.000;USD;246.18;0;246.18;0
01;GL;01;WO;50151-1-01-01-1250-01;8223;01-01-1250-01;2006/07/05 00:00:00.000;USD;25;0;25;0
01;GL;01;WO;50151-1-01-01-1210-01;8222;01-01-1210-01;2006/07/05 00:00:00.000;USD;0;25;0;25
01;GL;01;WO;50151-1-01-01-1250-01;8225;01-01-1250-01;2006/07/05 00:00:00.000;USD;0.7;0;0.7;0
01;GL;01;WO;50151-1-01-01-1210-01;8224;01-01-1210-01;2006/07/05 00:00:00.000;USD;0;0.7;0;0.7
01;GL;01;WO;50151-1-01-01-1250-01;8227;01-01-1250-01;2006/07/05 00:00:00.000;USD;100;0;100;0
01;GL;01;WO;50151-1-01-01-1210-01;8226;01-01-1210-01;2006/07/05 00:00:00.000;USD;0;100;0;100
01;GL;01;WO;50151-1-01-01-1250-01;8229;01-01-1250-01;2006/07/05 00:00:00.000;USD;86.6;0;86.6;0
01;GL;01;WO;50151-1-01-01-1210-01;8228;01-01-1210-01;2006/07/05 00:00:00.000;USD;0;86.6;0;86.6
01;GL;01;WO;50151-1-01-01-1250-01;8231;01-01-1250-01;2006/07/05 00:00:00.000;USD;1.1;0;1.1;0
01;GL;01;WO;50151-1-01-01-2320-01;8230;01-01-2320-01;2006/07/05 00:00:00.000;USD;0;1.1;0;1.1
01;GL;01;WO;50151-1-01-01-1250-01;8233;01-01-1250-01;2006/07/05 00:00:00.000;USD;11;0;11;0
01;GL;01;WO;50151-1-01-01-2320-01;8232;01-01-2320-01;2006/07/05 00:00:00.000;USD;0;11;0;11
01;GL;01;WO;50151-1-01-01-1250-01;8235;01-01-1250-01;2006/07/05 00:00:00.000;USD;1.1;0;1.1;0
01;GL;01;WO;50151-1-01-01-2320-01;8234;01-01-2320-01;2006/07/05 00:00:00.000;USD;0;1.1;0;1.1
01;GL;01;WO;50151-1-01-01-1250-01;8237;01-01-1250-01;2006/07/05 00:00:00.000;USD;11;0;11;0
01;GL;01;WO;50151-1-01-01-2320-01;8236;01-01-2320-01;2006/07/05 00:00:00.000;USD;0;11;0;11
