COMPANY_NK;LEDGER;PROFIT_CENTER_NK;ACCOUNT_NK;PERIOD_START_DATE_NK;PERIOD_END_DATE_NK;CURRENCY_NK;DEBIT;CREDIT;BALANCE;DEBIT_LOCAL;CREDIT_LOCAL;BALANCE_LOCAL
01;GL;01;01-01-1210-01;2011/10/01;2011/10/31;USD;0;0;-272266.8;0;0;-272266.8
01;GL;01;01-01-1210-01;2011/11/01;2011/11/30;USD;0;0;-272266.8;0;0;-272266.8
01;GL;01;01-01-1210-01;2011/12/01;2011/12/31;USD;0;0;-272266.8;0;0;-272266.8
01;GL;01;01-01-1210-01;2012/01/01;2012/01/31;USD;0;0;-272266.8;0;0;-272266.8
01;GL;01;01-01-1210-01;2012/02/01;2012/02/29;USD;0;0;-272266.8;0;0;-272266.8
01;GL;01;01-01-1210-01;2012/03/01;2012/03/31;USD;0;0;-272266.8;0;0;-272266.8
01;GL;01;01-01-1210-01;2012/04/01;2012/04/30;USD;0;0;-272266.8;0;0;-272266.8
01;GL;01;01-01-1210-01;2012/05/01;2012/05/31;USD;0;0;-272266.8;0;0;-272266.8
01;GL;01;01-01-1210-01;2012/06/01;2012/06/30;USD;0;0;-272266.8;0;0;-272266.8
01;GL;01;01-01-1210-01;2012/07/01;2012/07/31;USD;0;0;-272266.8;0;0;-272266.8
01;GL;01;01-01-4010-01;2010/10/01;2010/10/31;USD;0;0;2025;0;0;2025
01;GL;01;01-01-4010-01;2010/11/01;2010/11/30;USD;0;64800;66825;0;64800;66825
01;GL;01;01-01-4010-01;2010/12/01;2010/12/31;USD;0;15270.05;82095.05;0;15270.05;82095.05
01;GL;01;01-01-4000-01;2005/10/01;2005/10/31;USD;0;12000;18000;0;12000;18000
01;GL;01;01-01-4000-01;2005/11/01;2005/11/30;USD;0;2500;20500;0;2500;20500
01;GL;01;01-01-4000-01;2005/12/01;2005/12/31;USD;10000;14755.2;25255.2;10000;14755.2;25255.2
01;GL;01;01-01-4000-01;2006/02/01;2006/02/28;USD;0;2950;11194.54;0;2950;11194.54
01;GL;01;01-01-4000-01;2007/02/01;2007/02/28;USD;0;51900.01;102889.11;0;51900.01;102889.11
01;GL;01;01-01-4000-01;2007/03/01;2007/03/31;USD;0;50000;152889.11;0;50000;152889.11
01;GL;01;01-01-4000-01;2007/04/01;2007/04/30;USD;0;44250;197139.11;0;44250;197139.11
01;GL;01;01-01-4000-01;2007/05/01;2007/05/31;USD;0;58367.6;255506.71;0;58367.6;255506.71
01;GL;01;01-01-4000-01;2007/06/01;2007/06/30;USD;0;50000;305506.71;0;50000;305506.71
01;GL;01;01-01-4000-01;2007/07/01;2007/07/31;USD;0;62900;368406.71;0;62900;368406.71
01;GL;01;01-01-4000-01;2007/08/01;2007/08/31;USD;0;50950;419356.71;0;50950;419356.71
01;GL;01;01-01-4000-01;2007/11/01;2007/11/30;USD;0;77250;649056.71;0;77250;649056.71
01;GL;01;01-01-4000-01;2008/02/01;2008/02/29;USD;0;87250;164500;0;87250;164500
01;GL;01;01-01-4000-01;2008/03/01;2008/03/31;USD;0;79417.3;243917.3;0;79417.3;243917.3
01;GL;01;01-01-4000-01;2008/04/01;2008/04/30;USD;0;87690.55;331607.85;0;87690.55;331607.85
01;GL;01;01-01-4000-01;2009/05/01;2009/05/31;USD;0;91000;376839.1;0;91000;376839.1
01;GL;01;01-01-6000-01;2007/03/01;2007/03/31;USD;0;0;-5000;0;0;-5000
01;GL;01;01-01-6000-01;2007/04/01;2007/04/30;USD;1200;0;-6200;1200;0;-6200
01;GL;01;01-01-6000-01;2007/05/01;2007/05/31;USD;399;0;-6599;399;0;-6599
01;GL;01;01-01-6000-01;2007/06/01;2007/06/30;USD;0;0;-6599;0;0;-6599
01;GL;01;01-01-6000-01;2007/07/01;2007/07/31;USD;0;0;-6599;0;0;-6599
01;GL;01;01-01-6000-01;2007/08/01;2007/08/31;USD;0;0;-6599;0;0;-6599
01;GL;01;01-01-6000-01;2007/09/01;2007/09/30;USD;0;0;-6599;0;0;-6599
01;GL;01;01-01-6000-01;2007/10/01;2007/10/31;USD;0;0;-6599;0;0;-6599
01;GL;01;01-01-6000-01;2007/11/01;2007/11/30;USD;0;0;-6599;0;0;-6599
01;GL;01;01-01-2320-01;2009/07/01;2009/07/31;USD;0;0;459.8;0;0;459.8
01;GL;01;01-01-2320-01;2009/08/01;2009/08/31;USD;0;4074.84;4534.64;0;4074.84;4534.64
01;GL;01;01-01-2320-01;2009/09/01;2009/09/30;USD;0;2431;6965.64;0;2431;6965.64
01;GL;01;01-01-2320-01;2009/10/01;2009/10/31;USD;0;2725.47;9691.11;0;2725.47;9691.11
01;GL;01;01-01-2320-01;2009/11/01;2009/11/30;USD;0;0;9691.11;0;0;9691.11
01;GL;01;01-01-2320-01;2009/12/01;2009/12/31;USD;0;4074.84;13765.95;0;4074.84;13765.95
01;GL;01;01-01-2320-01;2010/01/01;2010/01/31;USD;0;0;13765.95;0;0;13765.95
01;GL;01;01-01-2320-01;2010/02/01;2010/02/28;USD;0;0;13765.95;0;0;13765.95
01;GL;01;01-01-2320-01;2010/03/01;2010/03/31;USD;0;402.49;14168.44;0;402.49;14168.44
01;GL;01;01-01-2320-01;2010/04/01;2010/04/30;USD;0;0;14168.44;0;0;14168.44
01;GL;01;01-01-2320-01;2010/05/01;2010/05/31;USD;0;0;14168.44;0;0;14168.44
01;GL;01;01-01-2320-01;2010/06/01;2010/06/30;USD;0;879.34;15047.78;0;879.34;15047.78
01;GL;01;01-01-2320-01;2010/07/01;2010/07/31;USD;0;0;15047.78;0;0;15047.78
01;GL;01;01-01-1000-01;2008/08/01;2008/08/31;USD;77250;0;-3129127.69;77250;0;-3129127.69
01;GL;01;01-01-1000-01;2008/09/01;2008/09/30;USD;88727.2;101277;-3116577.89;88727.2;101277;-3116577.89
01;GL;01;01-01-1000-01;2008/10/01;2008/10/31;USD;50803.54;50068.6;-3117312.83;50803.54;50068.6;-3117312.83
01;GL;01;01-01-1000-01;2008/11/01;2008/11/30;USD;74455;20000;-3171767.83;74455;20000;-3171767.83
01;GL;01;01-01-1000-01;2008/12/01;2008/12/31;USD;0;116470.14;-3055297.69;0;116470.14;-3055297.69
01;GL;02;01-02-1240-01;2009/11/01;2009/11/30;USD;0;0;-795.61;0;0;-795.61
01;GL;02;01-02-1240-01;2009/12/01;2009/12/31;USD;0;0;-795.61;0;0;-795.61
01;GL;02;01-02-1240-01;2012/01/01;2012/01/31;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2012/02/01;2012/02/29;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2012/03/01;2012/03/31;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2012/04/01;2012/04/30;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2012/05/01;2012/05/31;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2012/06/01;2012/06/30;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2012/07/01;2012/07/31;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2012/08/01;2012/08/31;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2012/09/01;2012/09/30;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2012/10/01;2012/10/31;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2012/11/01;2012/11/30;USD;0;0;-790.49;0;0;-790.49
01;GL;02;01-02-1240-01;2012/12/01;2012/12/31;USD;0;0;-790.49;0;0;-790.49
01;GL;01;01-01-1020-01;2009/05/01;2009/05/31;USD;0;0;-517460.4;0;0;-517460.4
01;GL;01;01-01-1020-01;2009/07/01;2009/07/31;USD;0;0;-531541.03;0;0;-531541.03
01;GL;01;01-01-1020-01;2009/08/01;2009/08/31;USD;0;0;-531541.03;0;0;-531541.03
01;GL;01;01-01-1020-01;2009/09/01;2009/09/30;USD;140805.68;70402.84;-601943.87;140805.68;70402.84;-601943.87
01;GL;01;01-01-1020-01;2009/10/01;2009/10/31;USD;42310.02;0;-644253.89;42310.02;0;-644253.89
01;GL;01;01-01-1020-01;2009/11/01;2009/11/30;USD;0;0;-644253.89;0;0;-644253.89
01;GL;01;01-01-1020-01;2009/12/01;2009/12/31;USD;0;0;-644253.89;0;0;-644253.89
01;GL;01;01-01-1020-01;2010/01/01;2010/01/31;USD;0;0;-644253.89;0;0;-644253.89
01;GL;01;01-01-1020-01;2010/07/01;2010/07/31;USD;0;0;-694919.92;0;0;-694919.92
01;GL;01;01-01-1020-01;2010/08/01;2010/08/31;USD;0;0;-694919.92;0;0;-694919.92
01;GL;01;01-01-1020-01;2010/09/01;2010/09/30;USD;135539.67;0;-830459.59;135539.67;0;-830459.59
01;GL;01;01-01-1020-01;2010/10/01;2010/10/31;USD;0;0;-830459.59;0;0;-830459.59
01;GL;01;01-01-1020-01;2010/11/01;2010/11/30;USD;1383.06;0;-831842.65;1383.06;0;-831842.65
01;GL;01;01-01-1020-01;2010/12/01;2010/12/31;USD;64800;0;-896642.65;64800;0;-896642.65
01;GL;01;01-01-2360-01;2006/08/01;2006/08/31;USD;0;0;598.54;0;0;598.54
01;GL;01;01-01-2360-01;2006/09/01;2006/09/30;USD;0;0;598.54;0;0;598.54
01;GL;01;01-01-2360-01;2006/10/01;2006/10/31;USD;0;0;598.54;0;0;598.54
01;GL;01;01-01-2360-01;2007/01/01;2007/01/31;USD;0;0;598.54;0;0;598.54
01;GL;01;01-01-2360-01;2007/02/01;2007/02/28;USD;0;0;598.54;0;0;598.54
01;GL;01;01-01-2360-01;2007/07/01;2007/07/31;USD;0;645;1243.54;0;645;1243.54
01;GL;01;01-01-2360-01;2007/08/01;2007/08/31;USD;0;47.5;1291.04;0;47.5;1291.04
01;GL;01;01-01-2360-01;2009/09/01;2009/09/30;USD;2.5;20.25;4647.21;2.5;20.25;4647.21
01;GL;01;01-01-2360-01;2009/10/01;2009/10/31;USD;0;2312.5;6959.71;0;2312.5;6959.71
01;GL;01;01-01-2360-01;2009/11/01;2009/11/30;USD;0;0;6959.71;0;0;6959.71
01;GL;01;01-01-2360-01;2009/12/01;2009/12/31;USD;225.13;4625;11359.58;225.13;4625;11359.58
01;GL;01;01-01-2360-01;2010/01/01;2010/01/31;USD;0;0;11359.58;0;0;11359.58
01;GL;01;01-01-2360-01;2010/02/01;2010/02/28;USD;0;0;11359.58;0;0;11359.58
01;GL;01;01-01-2360-01;2010/03/01;2010/03/31;USD;49.3;464.95;11775.23;49.3;464.95;11775.23
01;GL;01;01-01-2360-01;2010/04/01;2010/04/30;USD;0;0;11775.23;0;0;11775.23
01;GL;01;01-01-2360-01;2010/05/01;2010/05/31;USD;0;0;11775.23;0;0;11775.23
01;GL;01;01-01-2360-01;2010/06/01;2010/06/30;USD;0;0;11775.23;0;0;11775.23
01;GL;01;01-01-6400-01;2009/09/01;2009/09/30;USD;15000;0;-15000;15000;0;-15000
01;GL;01;01-01-6400-01;2009/10/01;2009/10/31;USD;0;0;-15000;0;0;-15000
01;GL;01;01-01-6400-01;2009/11/01;2009/11/30;USD;0;0;-15000;0;0;-15000
01;GL;01;01-01-6400-01;2009/12/01;2009/12/31;USD;0;0;-15000;0;0;-15000
01;GL;01;01-01-2480-01;2009/11/01;2009/11/30;USD;0;0;200;0;0;200
01;GL;01;01-01-2480-01;2009/12/01;2009/12/31;USD;0;0;200;0;0;200
01;GL;01;01-01-4005-01;2010/04/01;2010/04/30;USD;0;51700.03;51700.03;0;51700.03;51700.03
01;GL;01;01-01-4005-01;2010/05/01;2010/05/31;USD;0;0;51700.03;0;0;51700.03
01;GL;01;01-01-4005-01;2010/06/01;2010/06/30;USD;0;0;51700.03;0;0;51700.03
01;GL;01;01-01-4005-01;2010/07/01;2010/07/31;USD;0;0;51700.03;0;0;51700.03
01;GL;01;01-01-4005-01;2010/08/01;2010/08/31;USD;0;0;51700.03;0;0;51700.03
01;GL;01;01-01-4005-01;2010/09/01;2010/09/30;USD;0;103305.78;155005.81;0;103305.78;155005.81
01;GL;01;01-01-4005-01;2010/10/01;2010/10/31;USD;0;0;155005.81;0;0;155005.81
01;GL;01;01-01-4005-01;2010/11/01;2010/11/30;USD;0;1033.06;156038.87;0;1033.06;156038.87
01;GL;02;01-02-4000-01;2009/11/01;2009/11/30;USD;0;0;593.46;0;0;593.46
01;GL;02;01-02-4000-01;2009/12/01;2009/12/31;USD;0;0;593.46;0;0;593.46
01;GL;02;01-02-4000-01;2010/01/01;2010/01/31;USD;0;21.98;21.98;0;21.98;21.98
01;GL;02;01-02-4000-01;2010/02/01;2010/02/28;USD;0;0;21.98;0;0;21.98
01;GL;02;01-02-5000-01;2009/12/01;2009/12/31;USD;0;0;-135.93;0;0;-135.93
01;GL;02;01-02-5000-01;2010/01/01;2010/01/31;USD;5.12;0;-5.12;5.12;0;-5.12
01;GL;02;01-02-5000-01;2010/02/01;2010/02/28;USD;0;0;-5.12;0;0;-5.12
01;GL;02;01-02-5000-01;2010/03/01;2010/03/31;USD;0;0;-5.12;0;0;-5.12
01;GL;02;01-02-5000-01;2010/04/01;2010/04/30;USD;0;0;-5.12;0;0;-5.12
01;GL;02;01-02-5000-01;2010/05/01;2010/05/31;USD;0;0;-5.12;0;0;-5.12
01;GL;02;01-02-5000-01;2010/06/01;2010/06/30;USD;0;0;-5.12;0;0;-5.12
01;GL;02;01-02-5000-01;2010/07/01;2010/07/31;USD;0;0;-5.12;0;0;-5.12
01;GL;02;01-02-5000-01;2010/08/01;2010/08/31;USD;0;0;-5.12;0;0;-5.12
01;GL;02;01-02-5000-01;2010/09/01;2010/09/30;USD;0;0;-5.12;0;0;-5.12
01;GL;02;01-02-5000-01;2010/10/01;2010/10/31;USD;0;0;-5.12;0;0;-5.12
01;GL;02;01-02-5000-01;2010/11/01;2010/11/30;USD;0;0;-5.12;0;0;-5.12
01;GL;02;01-02-5000-01;2010/12/01;2010/12/31;USD;0;0;-5.12;0;0;-5.12
01;GL;01;01-01-1100-01;2006/07/01;2006/07/31;USD;2131;2131;0;2131;2131;0
01;GL;01;01-01-1100-01;2006/08/01;2006/08/31;USD;3500;3500;0;3500;3500;0
01;GL;01;01-01-1460-01;2006/10/01;2006/10/31;USD;111.5;0;-70.5;111.5;0;-70.5
01;GL;01;01-01-1460-01;2006/11/01;2006/11/30;USD;0;0;-70.5;0;0;-70.5
01;GL;01;01-01-1460-01;2006/12/01;2006/12/31;USD;75;385.5;240;75;385.5;240
01;GL;01;01-01-1460-01;2007/01/01;2007/01/31;USD;0;0;240;0;0;240
01;GL;01;01-01-1460-01;2007/02/01;2007/02/28;USD;0;0;240;0;0;240
01;GL;01;01-01-1460-01;2007/03/01;2007/03/31;USD;0;0;240;0;0;240
01;GL;01;01-01-1460-01;2007/04/01;2007/04/30;USD;0;0;240;0;0;240
01;GL;01;01-01-1460-01;2007/05/01;2007/05/31;USD;36.25;31;234.75;36.25;31;234.75
01;GL;01;01-01-1460-01;2007/06/01;2007/06/30;USD;0;0;234.75;0;0;234.75
01;GL;01;01-01-1460-01;2007/07/01;2007/07/31;USD;0;0;234.75;0;0;234.75
01;GL;01;01-01-1460-01;2007/08/01;2007/08/31;USD;0;0;234.75;0;0;234.75
01;GL;01;01-01-1460-01;2007/09/01;2007/09/30;USD;0;0;234.75;0;0;234.75
01;GL;01;01-01-1460-01;2007/10/01;2007/10/31;USD;0;0;234.75;0;0;234.75
01;GL;01;01-01-1460-01;2007/11/01;2007/11/30;USD;0;0;234.75;0;0;234.75
01;GL;01;01-01-1460-01;2007/12/01;2007/12/31;USD;275.26;0;-40.51;275.26;0;-40.51
01;GL;01;01-01-1460-01;2008/01/01;2008/01/31;USD;0;0;-40.51;0;0;-40.51
01;GL;01;01-01-1460-01;2008/02/01;2008/02/29;USD;0;0;-40.51;0;0;-40.51
01;GL;01;01-01-1460-01;2008/03/01;2008/03/31;USD;5;0;-45.51;5;0;-45.51
01;GL;02;01-02-8910-01;2009/09/01;2009/09/30;USD;33.32;0;-33.32;33.32;0;-33.32
01;GL;01;01-01-1460-01;2008/04/01;2008/04/30;USD;0;1196.25;1150.74;0;1196.25;1150.74
01;GL;01;01-01-1460-01;2008/05/01;2008/05/31;USD;0;0;1150.74;0;0;1150.74
01;GL;01;01-01-1460-01;2008/06/01;2008/06/30;USD;3733.5;12934.8;10352.04;3733.5;12934.8;10352.04
01;GL;01;01-01-1460-01;2008/07/01;2008/07/31;USD;0;0;10352.04;0;0;10352.04
01;GL;01;01-01-1460-01;2008/08/01;2008/08/31;USD;24771.52;0;-14419.48;24771.52;0;-14419.48
01;GL;01;01-01-2460-01;2007/08/01;2007/08/31;USD;25;25;0;25;25;0
01;GL;01;01-01-2460-01;2007/09/01;2007/09/30;USD;325;325;0;325;325;0
01;GL;01;01-01-2460-01;2007/12/01;2007/12/31;USD;2625;2625;0;2625;2625;0
01;GL;01;01-01-2460-01;2008/01/01;2008/01/31;USD;0;91;91;0;91;91
01;GL;01;01-01-2460-01;2008/02/01;2008/02/29;USD;0;0;91;0;0;91
01;GL;01;01-01-2460-01;2008/03/01;2008/03/31;USD;325;325;91;325;325;91
01;GL;01;01-01-2460-01;2008/04/01;2008/04/30;USD;2306.25;2306.25;91;2306.25;2306.25;91
01;GL;01;01-01-2460-01;2008/05/01;2008/05/31;USD;0;0;91;0;0;91
01;GL;01;01-01-2460-01;2008/06/01;2008/06/30;USD;24955.75;24955.75;91;24955.75;24955.75;91
01;GL;01;01-01-2460-01;2008/07/01;2008/07/31;USD;8558.48;8558.48;91;8558.48;8558.48;91
01;GL;01;01-01-2460-01;2008/08/01;2008/08/31;USD;9658.48;9658.48;91;9658.48;9658.48;91
01;GL;01;01-01-2460-01;2008/09/01;2008/09/30;USD;18556.32;18556.32;91;18556.32;18556.32;91
01;GL;01;01-01-2460-01;2008/10/01;2008/10/31;USD;7743.4;7743.4;91;7743.4;7743.4;91
01;GL;01;01-01-2460-01;2008/11/01;2008/11/30;USD;0;0;91;0;0;91
01;GL;01;01-01-2460-01;2008/12/01;2008/12/31;USD;41602;41511;0;41602;41511;0
01;GL;01;01-01-2460-01;2009/01/01;2009/01/31;USD;8953.4;8953.4;0;8953.4;8953.4;0
01;GL;01;01-01-2460-01;2009/02/01;2009/02/28;USD;50000;50000;0;50000;50000;0
01;GL;01;01-01-2460-01;2009/05/01;2009/05/31;USD;150000;150000;0;150000;150000;0
01;GL;01;01-01-2460-01;2009/06/01;2009/06/30;USD;150200;150200;0;150200;150200;0
01;GL;01;01-01-2460-01;2009/07/01;2009/07/31;USD;50000;50000;0;50000;50000;0
01;GL;01;01-01-2460-01;2009/08/01;2009/08/31;USD;48100;48100;0;48100;48100;0
01;GL;01;01-01-2460-01;2009/09/01;2009/09/30;USD;77108.4;77108.4;0;77108.4;77108.4;0
01;GL;01;01-01-2460-01;2009/10/01;2009/10/31;USD;7050;6836.34;-213.66;7050;6836.34;-213.66
01;GL;01;01-01-2460-01;2009/11/01;2009/11/30;USD;50656.34;50000;-870;50656.34;50000;-870
01;GL;01;01-01-2460-01;2009/12/01;2009/12/31;USD;14502.5;14502.5;-870;14502.5;14502.5;-870
01;GL;01;01-01-2320-01;2009/06/01;2009/06/30;USD;0;459.8;459.8;0;459.8;459.8
01;GL;01;01-01-3030-01;2009/01/01;2009/01/31;USD;0;0;2243332.22;0;0;2243332.22
01;GL;01;01-01-3030-01;2010/03/01;2010/03/31;USD;0;0;2943883.17;0;0;2943883.17
01;GL;01;01-01-2460-01;2006/12/01;2006/12/31;USD;539;539;0;539;539;0
01;GL;01;01-01-6000-01;2010/01/01;2010/01/31;USD;125;0;-125;125;0;-125
01;GL;01;01-01-6000-01;2010/02/01;2010/02/28;USD;0;0;-125;0;0;-125
01;GL;01;01-01-6000-01;2010/03/01;2010/03/31;USD;0;0;-125;0;0;-125
01;GL;01;01-01-6000-01;2010/04/01;2010/04/30;USD;0;0;-125;0;0;-125
01;GL;01;01-01-6000-01;2010/05/01;2010/05/31;USD;0;0;-125;0;0;-125
01;GL;01;01-01-6000-01;2010/06/01;2010/06/30;USD;0;0;-125;0;0;-125
01;GL;01;01-01-6000-01;2010/07/01;2010/07/31;USD;0;0;-125;0;0;-125
01;GL;01;01-01-6000-01;2010/08/01;2010/08/31;USD;0;0;-125;0;0;-125
01;GL;01;01-01-6000-01;2010/09/01;2010/09/30;USD;0;0;-125;0;0;-125
01;GL;01;01-01-6000-01;2010/10/01;2010/10/31;USD;0;0;-125;0;0;-125
01;GL;01;01-01-8990-01;2011/07/01;2011/07/31;USD;0;0;1228.17;0;0;1228.17
01;GL;01;01-01-8990-01;2011/08/01;2011/08/31;USD;0;0;1228.17;0;0;1228.17
01;GL;01;01-01-8990-01;2011/09/01;2011/09/30;USD;0;0;1228.17;0;0;1228.17
01;GL;01;01-01-2370-01;2011/09/01;2011/09/30;USD;0;0;-1014.64;0;0;-1014.64
01;GL;01;01-01-2370-01;2011/10/01;2011/10/31;USD;0;0;-1014.64;0;0;-1014.64
01;GL;01;01-01-4900-01;2011/10/01;2011/10/31;USD;0;0;28;0;0;28
01;GL;01;01-01-4900-01;2011/11/01;2011/11/30;USD;0;0;28;0;0;28
01;GL;01;01-01-4900-01;2011/12/01;2011/12/31;USD;0;0;28;0;0;28
01;GL;01;01-01-1260-01;2011/03/01;2011/03/31;USD;110000;110000;0;110000;110000;0
01;GL;01;01-01-1260-01;2011/04/01;2011/04/30;USD;32498.2;32498.2;0;32498.2;32498.2;0
01;GL;01;01-01-1260-01;2011/06/01;2011/06/30;USD;330000;330000;0;330000;330000;0
01;GL;01;01-01-2000-01;2007/07/01;2007/07/31;USD;0;1200;1563.55;0;1200;1563.55
01;GL;01;01-01-2000-01;2008/08/01;2008/08/31;USD;0;33500;33499.99;0;33500;33499.99
01;GL;01;01-01-2000-01;2008/09/01;2008/09/30;USD;102150;68650;-0.01;102150;68650;-0.01
01;GL;01;01-01-2000-01;2008/12/01;2008/12/31;USD;100116;50116;0;100116;50116;0
01;GL;01;01-01-2000-01;2009/01/01;2009/01/31;USD;10280;13079.98;2799.98;10280;13079.98;2799.98
01;GL;01;01-01-2000-01;2009/02/01;2009/02/28;USD;50000;50000;2799.98;50000;50000;2799.98
01;GL;01;01-01-3040-01;2008/09/01;2008/09/30;USD;0;0;100000;0;0;100000
01;GL;01;01-01-3040-01;2008/10/01;2008/10/31;USD;0;0;100000;0;0;100000
01;GL;01;01-01-3040-01;2011/01/01;2011/01/31;USD;0;0;110000;0;0;110000
01;GL;01;01-01-2360-01;2011/12/01;2011/12/31;USD;0;0;31446.41;0;0;31446.41
01;GL;01;01-01-2365-01;2010/12/01;2010/12/31;USD;0;0;-505.22;0;0;-505.22
01;GL;01;01-01-2365-01;2011/01/01;2011/01/31;USD;0;0;-505.22;0;0;-505.22
01;GL;01;01-01-2365-01;2011/02/01;2011/02/28;USD;0;0;-505.22;0;0;-505.22
01;GL;01;01-01-2365-01;2011/03/01;2011/03/31;USD;0;0;-505.22;0;0;-505.22
01;GL;01;01-01-2365-01;2011/04/01;2011/04/30;USD;0;0;-505.22;0;0;-505.22
01;GL;01;01-01-2365-01;2011/05/01;2011/05/31;USD;0;0;-505.22;0;0;-505.22
01;GL;01;01-01-3010-01;2004/01/01;2004/12/31;USD;0;10000;10000;0;10000;10000
01;GL;01;01-01-1210-01;2006/12/01;2006/12/31;USD;1933.16;31933.16;-225437.61;1933.16;31933.16;-225437.61
01;GL;01;01-01-2360-01;2010/12/01;2010/12/31;USD;0;0;14087.73;0;0;14087.73
01;GL;01;01-01-1215-01;2009/08/01;2009/08/31;USD;56310;27040;-57868.37;56310;27040;-57868.37
01;GL;01;01-01-1215-01;2009/11/01;2009/11/30;USD;0;0;-42748.53;0;0;-42748.53
01;GL;01;01-01-1215-01;2009/12/01;2009/12/31;USD;22712.5;27064.63;-38396.4;22712.5;27064.63;-38396.4
01;GL;01;01-01-1215-01;2010/03/01;2010/03/31;USD;1021;2704;-36713.4;1021;2704;-36713.4
01;GL;01;01-01-1215-01;2010/04/01;2010/04/30;USD;0;0;-36713.4;0;0;-36713.4
01;GL;01;01-01-1215-01;2010/05/01;2010/05/31;USD;0;0;-36713.4;0;0;-36713.4
01;GL;01;01-01-1215-01;2010/06/01;2010/06/30;USD;58391;16638.8;-78465.6;58391;16638.8;-78465.6
01;GL;01;01-01-1215-01;2010/07/01;2010/07/31;USD;0;0;-78465.6;0;0;-78465.6
01;GL;01;01-01-1215-01;2010/08/01;2010/08/31;USD;0;0;-78465.6;0;0;-78465.6
01;GL;01;01-01-1215-01;2010/09/01;2010/09/30;USD;26031;27936.38;-76560.22;26031;27936.38;-76560.22
01;GL;01;01-01-1215-01;2010/10/01;2010/10/31;USD;0;0;-76560.22;0;0;-76560.22
01;GL;01;01-01-1215-01;2010/11/01;2010/11/30;USD;102.1;270.4;-76391.92;102.1;270.4;-76391.92
01;GL;01;01-01-1215-01;2010/12/01;2010/12/31;USD;0;0;-76391.92;0;0;-76391.92
01;GL;01;01-01-1210-01;2005/01/01;2005/09/30;USD;21000;4000;-24000;21000;4000;-24000
01;GL;01;01-01-1210-01;2005/12/01;2005/12/31;USD;22142.97;2947.16;-41195.81;22142.97;2947.16;-41195.81
01;GL;01;01-01-1210-01;2006/06/01;2006/06/30;USD;303000;215000;-124878.87;303000;215000;-124878.87
01;GL;01;01-01-1210-01;2006/07/01;2006/07/31;USD;250759.56;151065.96;-224572.47;250759.56;151065.96;-224572.47
01;GL;01;01-01-1210-01;2006/08/01;2006/08/31;USD;94;150000;-74666.47;94;150000;-74666.47
01;GL;01;01-01-1210-01;2006/09/01;2006/09/30;USD;0;15000;-59666.47;0;15000;-59666.47
01;GL;01;01-01-1210-01;2006/11/01;2006/11/30;USD;0;15000;-255437.61;0;15000;-255437.61
01;GL;01;01-01-5000-01;2004/01/01;2004/12/31;USD;3000;0;-3000;3000;0;-3000
01;GL;01;01-01-6000-01;2004/01/01;2004/12/31;USD;1000;0;-1000;1000;0;-1000
01;GL;01;01-01-1000-01;2004/01/01;2004/12/31;USD;19000;11000;-8000;19000;11000;-8000
01;GL;01;01-01-2470-01;2006/02/01;2006/02/28;USD;0;37;624.22;0;37;624.22
01;GL;01;01-01-2470-01;2006/03/01;2006/03/31;USD;0;0;624.22;0;0;624.22
01;GL;01;01-01-4000-01;2008/07/01;2008/07/31;USD;0;45000;555888.47;0;45000;555888.47
01;GL;01;01-01-2370-01;2011/11/01;2011/11/30;USD;0;0;-1014.64;0;0;-1014.64
01;GL;01;01-01-2370-01;2011/12/01;2011/12/31;USD;0;0;-1014.64;0;0;-1014.64
01;GL;01;01-01-2370-01;2012/01/01;2012/01/31;USD;0;0;-1014.64;0;0;-1014.64
01;GL;01;01-01-2370-01;2012/02/01;2012/02/29;USD;0;0;-1014.64;0;0;-1014.64
01;GL;01;01-01-2370-01;2012/03/01;2012/03/31;USD;0;0;-1014.64;0;0;-1014.64
01;GL;01;01-01-2370-01;2012/04/01;2012/04/30;USD;0;0;-1014.64;0;0;-1014.64
01;GL;01;01-01-2370-01;2012/05/01;2012/05/31;USD;0;0;-1014.64;0;0;-1014.64
01;GL;01;01-01-4810-01;2011/03/01;2011/03/31;USD;328.45;0;-328.45;328.45;0;-328.45
01;GL;01;01-01-4810-01;2011/04/01;2011/04/30;USD;2123.02;0;-2451.47;2123.02;0;-2451.47
01;GL;01;01-01-4810-01;2011/05/01;2011/05/31;USD;5170;0;-7621.47;5170;0;-7621.47
01;GL;01;01-01-4800-01;2008/06/01;2008/06/30;USD;1980;1980;0;1980;1980;0
01;GL;01;01-01-4800-01;2008/09/01;2008/09/30;USD;253.35;0;-253.35;253.35;0;-253.35
