ID_Document_NK;ID_Trans_Doc_NK;Line_NK;Issue_Date;Promise_Date;Amount;Amount_Local;Amount_List;Amount_List_Local;Quantity_Order;Cost;Customer;Company;Item;Local_Currency;Division;Business_Unit;Account_Rep;Profit_Center;Ship_City;Ship_Region;Ship_Country;Bill_City;Bill_Region;Bill_Country
50195;50195;50195-1;08/13/2009;08/13/2009; 92500.0; 92500.0; 92500.0; 92500.0; 10000.0; 2.5634;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50200;50200;50200-1;12/03/2009;12/03/2009; 92500.0; 92500.0; 92500.0; 92500.0; 10000.0; 2.5634;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50199;50199;50199-1;10/13/2009;10/13/2009; 42300.0; 42300.0; 42300.0; 42300.0; 1000.0; 8.2982;XTRM;01;STOCKCAR1;USD;Unspecified;Unspecified;1000;Unspecified;Unspecified;Unspecified;UNITED STATES;READING;BERKSHIRE;UNITED KINGDOM
50196;50196;50196-1;09/21/2009;09/21/2009; 51652.8; 51652.8; 51652.8; 51652.8; 5000.0; 2.5634;XTRM;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;Unspecified;Unspecified;UNITED STATES;READING;BERKSHIRE;UNITED KINGDOM
50198;50198;50198-1;10/13/2009;10/13/2009; 46250.0; 46250.0; 46250.0; 46250.0; 5000.0; 2.5634;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50197;50197;50197-1;09/25/2009;09/25/2009; 405.0; 405.0; 405.0; 405.0; 10.0; 8.2982;TTOYS;01;STOCKCAR1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50201;50201;50201-1;03/10/2010;03/10/2010; 49500.0; 49500.0; 49500.0; 49500.0; 1000.0; 22.0;TTOYS;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50204;50204;50204-1;03/12/2010;03/12/2010; 0.0; 0.0; 0.0; 0.0; 1.0; 12.5634;TTOYS;01;STRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50202;50202;50202-2;03/12/2010;03/12/2010; 49.0; 49.0; 49.0; 49.0; 5.0; 2.5634;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50202;50202;50202-1;03/12/2010;03/12/2010; 9250.0; 9250.0; 9250.0; 9250.0; 1000.0; 2.5634;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
40011;40011;40011-1;04/02/2010;04/02/2010; 51700.03; 51700.03; 51700.03; 51700.03; 1000.0; 22.0;XTRM;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
40012;40012;40012-1;06/07/2010;06/22/2010; 99000.0; 99000.0; 99000.0; 99000.0; 2000.0; 22.0;TTOYS;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
40011;40011;40011-2;04/02/2010;04/02/2010; 51700.03; 51700.03; 51700.03; 51700.03; 1000.0; 22.0;XTRM;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50206;50206;50206-1;09/07/2010;09/07/2010; 99000.0; 99000.0; 99000.0; 99000.0; 2000.0; 22.0;TTOYS;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;CLEMMONS;NC;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50207;50207;50207-1;07/06/2010;07/06/2010; 198000.0; 198000.0; 198000.0; 198000.0; 4000.0; 22.0;TTOYS;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50208;50208;50208-1;08/01/2010;08/01/2010; 148500.0; 148500.0; 148500.0; 148500.0; 3000.0; 22.0;TTOYS;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50209;50209;50209-1;09/08/2010;09/08/2010; 46250.0; 46250.0; 46250.0; 46250.0; 5000.0; 2.5634;TTOYS;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50210;50210;50210-1;09/08/2010;09/08/2010; 103305.78; 103305.78; 103305.78; 103305.78; 10000.0; 2.5634;XTRM;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50217;50217;50217-2;04/18/2011;04/18/2011; 55000.04; 55000.04; 55000.04; 55000.04; 1000.0; 22.0;VCOL;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;VIENNA;AUSTRIA;AUSTRIA;VIENNA;AUSTRIA;AUSTRIA
50217;50217;50217-1;04/18/2011;04/18/2011; 45000.01; 45000.01; 45000.01; 45000.01; 1000.0; 8.2982;VCOL;01;STOCKCAR1;USD;Unspecified;Unspecified;1000;Unspecified;VIENNA;AUSTRIA;AUSTRIA;VIENNA;AUSTRIA;AUSTRIA
50213;50213;50213-1;11/04/2010;11/04/2010; 1033.06; 1033.06; 1033.06; 1033.06; 100.0; 2.5634;XTRM;01;YTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50211;50211;50211-1;04/06/2011;04/06/2011; 5138.09; 5138.09; 5138.09; 5138.09; 100.0; 22.0;XTRM;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50214;50214;50214-1;12/30/2010;12/30/2010; 49500.0; 49500.0; 49500.0; 49500.0; 1000.0; 22.0;TTOYS;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50212;50212;50212-1;12/30/2010;12/30/2010; 123750.0; 123750.0; 123750.0; 123750.0; 2500.0; 22.0;TTOYS;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50219;50219;50219-1;05/04/2011;05/04/2011; 148500.0; 148500.0; 148500.0; 148500.0; 3000.0; 22.0;TTOYS;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50215;50215;50215-1;03/07/2011;03/07/2011; 247500.0; 247500.0; 247500.0; 247500.0; 5000.0; 22.0;TTOYS;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50220;50220;50220-1;06/03/2011;06/03/2011; 180949.99; 180949.99; 180949.99; 180949.99; 3500.0; 22.0;XTRM;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50221;50221;50221-1;05/04/2011;05/04/2011; 258499.99; 258499.99; 258499.99; 258499.99; 5000.0; 22.0;XTRM;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;READING;BERKSHIRE;UNITED KINGDOM;READING;BERKSHIRE;UNITED KINGDOM
50222;50222;50222-1;10/10/2010;10/10/2010; 240000.0; 240000.0; 240000.0; 240000.0; 8000.0; 0.0;ES100;01;KCAR1;USD;Unspecified;Unspecified;2000;Unspecified;MACENDO;58;SPAIN;MACENDO;58;SPAIN
50222;50222;50222-1.1;10/10/2010;10/10/2010; 0.0; 0.0; 0.0; 0.0; 32000.0; 0.1;ES100;01;TWHEEL1;USD;Unspecified;Unspecified;2000;Unspecified;MACENDO;58;SPAIN;MACENDO;58;SPAIN
50222;50222;50222-1.2;10/10/2010;10/10/2010; 0.0; 0.0; 0.0; 0.0; 8000.0; 0.25;ES100;01;CBODY1;USD;Unspecified;Unspecified;2000;Unspecified;MACENDO;58;SPAIN;MACENDO;58;SPAIN
50222;50222;50222-1.3;10/10/2010;10/10/2010; 0.0; 0.0; 0.0; 0.0; 32000.0; 1.0387;ES100;01;HUB1;USD;Unspecified;Unspecified;2000;Unspecified;MACENDO;58;SPAIN;MACENDO;58;SPAIN
50222;50222;50222-1.4;10/10/2010;10/10/2010; 0.0; 0.0; 0.0; 0.0; 8000.0; 2.33;ES100;01;CBUMP;USD;Unspecified;Unspecified;2000;Unspecified;MACENDO;58;SPAIN;MACENDO;58;SPAIN
50222;50222;50222-1.5;10/10/2010;10/10/2010; 0.0; 0.0; 0.0; 0.0; 400.0; 14.9;ES100;01;YPAINT2;USD;Unspecified;Unspecified;2000;Unspecified;MACENDO;58;SPAIN;MACENDO;58;SPAIN
50228;50228;50228-1;06/01/2012;06/01/2012; 450.0; 450.0; 450.0; 450.0; 10.0; 8.2982;FR100;01;STOCKCAR1;USD;Unspecified;Unspecified;JSMITH;Unspecified;Unspecified;Unspecified;UNITED STATES;PARIS;A8;FRANCE
50223;50223;50223-1;10/07/2012;10/07/2012; 202500.0; 202500.0; 202500.0; 202500.0; 900.0; 0.0;IT100;01;PROFSVCS;USD;Unspecified;Unspecified;1000;Unspecified;ROIA;17;ITALY;ROIA;17;ITALY
50226;50226;50226-1;01/01/2012;01/01/2012; 90000.0; 90000.0; 90000.0; 90000.0; 2000.0; 8.2982;FR100;01;STOCKCAR1;USD;Unspecified;Unspecified;JSMITH;Unspecified;PARIS;Unspecified;FRANCE;PARIS;A8;FRANCE
50218;50218;50218-1;06/03/2011;06/03/2011; 4500.0; 4500.0; 4500.0; 4500.0; 100.0; 8.2982;VCOL;01;STOCKCAR1;USD;Unspecified;Unspecified;1000;Unspecified;VIENNA;AUSTRIA;AUSTRIA;VIENNA;AUSTRIA;AUSTRIA
50224;50224;50224-1;10/07/2012;10/07/2012; 202500.0; 202500.0; 202500.0; 202500.0; 900.0; 0.0;FR100;01;PROFSVCS;USD;Unspecified;Unspecified;JSMITH;Unspecified;PARIS;A8;FRANCE;PARIS;A8;FRANCE
50225;50225;50225-1;10/07/2012;10/07/2012; 337500.0; 337500.0; 337500.0; 337500.0; 1500.0; 0.0;XRETAIL;01;PROFSVCS;USD;Unspecified;Unspecified;1000;Unspecified;Unspecified;Unspecified;UNITED STATES;NORFOLK;AA;UNITED STATES
50227;50227;50227-1;02/01/2012;02/01/2012; 112500.0; 112500.0; 112500.0; 112500.0; 2500.0; 8.2982;ES222;01;STOCKCAR1;USD;Unspecified;Unspecified;2000;Unspecified;MACAEL;51;SPAIN;MACAEL;51;SPAIN
50229;50229;50229-1;06/01/2012;06/01/2012; 1099.0; 1099.0; 1099.0; 1099.0; 100.0; 2.6204;ES100;01;BTRUCK1;USD;Unspecified;Unspecified;2000;Unspecified;MACENDO;58;SPAIN;MACENDO;58;SPAIN
50230;50230;50230-1;11/04/2012;11/04/2012; 49.5; 49.5; 49.5; 49.5; 1.0; 22.0;TTOYS;01;DTRUCK1;USD;Unspecified;Unspecified;1000;Unspecified;ALEXANDRIA;VA;UNITED STATES;WALNUT HILLS;VA;UNITED STATES
50231;50231;50231-1;06/12/2013;06/12/2013; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0;NEWCUST;01;HOTEL;USD;Unspecified;Unspecified;ADMIN;Unspecified;Unspecified;Unspecified;UNITED STATES;Unspecified;Unspecified;UNITED STATES
